attempted,check_count,decoder_p,denominator_included,frame_id,iterations,key_dependent_disclosure_bits_total,policy_sha256,public_control_bits,public_control_bits_total,qualification_role,runtime_s,status,stratum_p,syndrome_disclosure_bits,transcript_sha256,verification_invoked,verification_seed_id,verification_tag_bits
True,32,0.2,True,nbldpc_formal_v1_q1024_p20_confirmation_031,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.7040000000270084,decode_failed,0.2,320,38044f94134599c9eaa623b96cb80d47ca85637d5fb600d1d234bdbc45ea8fdc,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_000,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.7179999999934807,decode_failed,0.3,320,8df37d1fb7279410ecd7dade3c733928f3776497456c3db292b5929a4738cf5b,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_001,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.6869999999180436,decode_failed,0.3,320,cc0af0cf489a07002ac26f915597e96dec1312711f9c3b14228fd7c4c53e52be,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_002,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.718999999924563,decode_failed,0.3,320,db4169df21a29368659e9fe192fec9bedf9bc3c1121f457b3ec94adbb85f25ee,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_003,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.734000000054948,decode_failed,0.3,320,cb0bc808b473640cfd3fefebe964e0e412ddebb12cd6a217d681c270d8b66e62,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_004,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.7030000000959262,decode_failed,0.3,320,8961fa1d2265ee58ee085ff5a3498806f7c34e6d07364043b466ce690c1d4c75,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_005,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.7339999999385327,decode_failed,0.3,320,8055647fc86784738a7aed410e8dcde597557f3c4be334beefeabadd126a0146,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_006,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.73499999998603,decode_failed,0.3,320,2db9c7266d9026a5da22253dcd1d9d1a411a0a70622b9e78a62506f77e602c22,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_007,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.7179999999934807,decode_failed,0.3,320,e5c795fc68fc43a7cce11e2f31647fa8ff7270f5faa999b8cc1673a557862c5e,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_008,3,384,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,703,703,confirmation,0.875,verified_success,0.3,320,1bfee68eeead845d514e2c7463c1f1ebd521514784d7650267d2996b2bc84451,True,3a4e2aa0baddbc39d2bd4e93d77c7b30138d337373772e89ca4cc5c454fb2928,64
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_009,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.719000000040978,decode_failed,0.3,320,d9973ab129febfa89d2f7c55746cf2e9569d975fbfefdd805859d54686538c02,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_010,4,384,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,703,703,confirmation,1.125,verified_success,0.3,320,3c05962abb9bee366794131791e53150b92832c06eaa47acfdcee09547fc8989,True,250bcfee65fb565054c7f40acfff725fc5d903252d5ff97f48e082441af30652,64
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_011,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.687999999965541,decode_failed,0.3,320,e5899db2a1dbdcd81a4882741dad0cfec9230e407c60d0be4ff9137b139fee97,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_012,4,384,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,703,703,confirmation,1.125,verified_success,0.3,320,a671020695d34967b3d3282bedf38663822fdfeaa2e243480bd043cc394bc0c1,True,edd6deb4e3bad857d19a98fe12ecb0f4537bfbfc99c9c67c0252747c3d920efe,64
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_013,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.702999999979511,decode_failed,0.3,320,306c6b6c0931434098b261850ed2b6064fe567890ae5a13b87eed37c39d0ef90,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_014,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.687000000034459,decode_failed,0.3,320,e8b60266c08982557afe2baf63f0107c2d9b5e99203cc98f07202f6381ffdd50,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_015,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.672000000020489,decode_failed,0.3,320,0bd19caa692087ed4ca374c886dce64beee7061e4d4eceff6755c21718364dae,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_016,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.672000000020489,decode_failed,0.3,320,ca50b4a2a2d7f93477912f60b5216a1f5701360033f78239048f3528a3630a08,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_017,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.687000000034459,decode_failed,0.3,320,d575075246a3d8be3a645002d1dd8971c51693da37ad0afa963803fbc6089d17,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_018,8,384,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,703,703,confirmation,2.172000000020489,verified_success,0.3,320,e1da8f65c79a851bf3990f8d57e830464ee697575e3abc90541b64cb3e084141,True,fa91ea3ae81c7542940debc04b5a123d6ba00e02a17a5de67934c35ba29f77e9,64
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_019,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.687000000034459,decode_failed,0.3,320,d5e1e2e169df3f3f8a1313f78a4c6a1d11639abee0298443937d2f7dfa770d61,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_020,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.702999999979511,decode_failed,0.3,320,4f42e8b8f9e1fc38ed8b658e3fd60d515fa15c56c73ce89d762c321c63398338,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_021,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.73499999998603,decode_failed,0.3,320,a1c4a9b6d654abefe815c5c18719caf6019400baf46b385cecb2960540173fa9,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_022,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.672000000020489,decode_failed,0.3,320,0b005066a97a051f2a725cec2726244063bdb0f7ba1cc12071c590e4a1990c9c,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_023,4,384,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,703,703,confirmation,1.125,verified_success,0.3,320,97a0a5a2fb4c075eba558d63493721fbf50bcd50dd04d6d3a8bf67f883114069,True,5c6dabcd74e1fe2d0a2ae677cddd314be6ba4966fb23aaa6fdd4c7b67dee6bf3,64
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_024,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.687999999965541,decode_failed,0.3,320,79ac1af7b16b81ac2335833fdfc11c89e5997a85213fdbee9b7510911e24ab42,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_025,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.7179999999934807,decode_failed,0.3,320,1b8cf64141ad0b906d4bac8ff90c40052e72b725938d907be19ff6e1dfbd6acf,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_026,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.73499999998603,decode_failed,0.3,320,93b8fd0dd791c0c0460c17d1a56f043597d7b473b83d4e87d64c2584df0ec688,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_027,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.719000000040978,decode_failed,0.3,320,e93f4a1e9757cff308eb563a4b5a4a3a744f9bc7d6e9634ddcf7b1cdfa861fd3,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_028,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.780999999959022,decode_failed,0.3,320,8908286055a856fae8d43f0e89392edac8d658f89598d8f7e794c274a5ceea66,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_029,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.7660000000614673,decode_failed,0.3,320,ad901d03f0ac6302bf1a462acafceebfb468c2eea251931cd10acff39ec6d5f8,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_030,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.718999999924563,decode_failed,0.3,320,33387a835740144ad3cf4e2413f33ba3e799c8ed61c856bc249e30330061af15,False,,0
True,32,0.3,True,nbldpc_formal_v1_q1024_p30_confirmation_031,10,320,23a1b46300f1c841eed3ffc6f672840c7be17608260de6b09944cac74228983d,0,0,confirmation,2.719000000040978,decode_failed,0.3,320,bd9563de980ff2c1308a36dfcd18ac60ac0276c46547ec847c9c82c0e7cb53c2,False,,0
