dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,passes_used,total_blocks_checked,parity_disclosures_bits,bisection_disclosures_bits,verification_bits,other_disclosures_bits,candidate_flips,verified_flips,block_size_schedule,num_passes,notes,dimension,bin_width_ps,data_mode,frame_cap,permutation_mode,seed,param_hash
real_typeii_20db_d1024_bw100_blk0,cascade_lite,2,True,True,0.234375,0.0234375,0.0,0.0,564.0,56,38.09799998998642,4,238,476,56,32,0,15,15,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d1024_bw100_blk0,cascade_lite,3,True,True,0.21875,0.021875,0.0,0.0,555.0,47,31.19650000007823,4,238,476,47,32,0,14,14,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d1024_bw180_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,634.0,42,11.883200000738725,3,280,560,42,32,0,14,14,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d1024_bw180_blk0,cascade_lite,1,True,True,0.25,0.025,0.0,0.0,638.0,46,22.645299992291257,3,280,560,46,32,0,16,16,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d1024_bw180_blk0,cascade_lite,2,True,True,0.203125,0.0203125,0.0,0.0,631.0,39,13.468499993905425,3,280,560,39,32,0,13,13,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d1024_bw180_blk0,cascade_lite,3,True,True,0.234375,0.0234375,0.0,0.0,635.0,43,25.270599988289177,3,280,560,43,32,0,15,15,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,True,0.265625,0.09765625,0.0,0.0,322.0,64,6.973200011998415,3,113,226,64,32,0,25,25,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,292.0,36,2.823700022418052,3,112,224,36,32,0,14,14,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,285.0,29,9.522100008325651,3,112,224,29,32,0,11,11,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,True,0.21875,0.0625,0.0,0.0,300.0,44,0.7516999903600663,3,112,224,44,32,0,16,16,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d1024_bw180_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,230.0,58,13.42200001818128,3,70,140,58,32,0,14,14,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw180_blk0,cascade_lite,1,True,True,0.25,0.025,0.0,0.0,240.0,68,25.967699999455363,3,70,140,68,32,0,16,16,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw180_blk0,cascade_lite,2,True,True,0.203125,0.0203125,0.0,0.0,224.0,52,12.847700010752305,3,70,140,52,32,0,13,13,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw180_blk0,cascade_lite,3,True,True,0.234375,0.0234375,0.0,0.0,234.0,62,48.889400000916794,3,70,140,62,32,0,15,15,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,True,0.265625,0.09765625,0.0,0.0,309.0,83,4.780600022058934,4,97,194,83,32,0,25,25,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,332.0,36,12.847600009990856,4,132,264,36,32,0,14,14,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,325.0,29,9.640300006140023,4,132,264,29,32,0,11,11,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,True,0.21875,0.0625,0.0,0.0,340.0,44,6.550499994773418,4,132,264,44,32,0,16,16,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d1024_bw180_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,557.0,49,6.500999996205792,4,238,476,49,32,0,14,14,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d1024_bw180_blk0,cascade_lite,1,True,True,0.25,0.025,0.0,0.0,564.0,56,20.879599993349984,4,238,476,56,32,0,16,16,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d1024_bw180_blk0,cascade_lite,2,True,True,0.203125,0.0203125,0.0,0.0,555.0,47,21.975699986796826,4,238,476,47,32,0,13,13,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d1024_bw180_blk0,cascade_lite,3,True,True,0.234375,0.0234375,0.0,0.0,559.0,51,48.028199991676956,4,238,476,51,32,0,15,15,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,7ee822c7f60512c0
real_typeii_20db_d16_bw180_blk0,cascade_lite,0,True,True,0.15625,0.05859375,0.0,0.0,160.0,68,0.6118000019341707,3,30,60,68,32,0,15,15,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw180_blk0,cascade_lite,1,True,True,0.09375,0.046875,0.0,0.0,140.0,52,22.783000022172928,3,28,56,52,32,0,12,12,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw180_blk0,cascade_lite,2,True,True,0.03125,0.01171875,0.0,0.0,265.0,9,0.47130000893957913,3,112,224,9,32,0,3,3,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw180_blk0,cascade_lite,3,True,True,0.1875,0.06640625,0.0,0.0,301.0,45,4.77820000378415,3,112,224,45,32,0,17,17,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.078125,0.02734375,184.0,86,16.95839999592863,4,33,66,86,32,0,18,18,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,268.0,44,10.370900010457262,4,96,192,44,32,0,14,14,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,325.0,29,15.420100011397153,4,132,264,29,32,0,11,11,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,True,0.21875,0.0625,0.0,0.0,340.0,44,21.137400006409734,4,132,264,44,32,0,16,16,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,True,0.265625,0.09765625,0.0,0.0,362.0,64,12.216300005093217,4,133,266,64,32,0,25,25,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,332.0,36,11.941299977479503,4,132,264,36,32,0,14,14,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,325.0,29,20.147300005191937,4,132,264,29,32,0,11,11,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,True,0.21875,0.0625,0.0,0.0,340.0,44,2.5344000023324043,4,132,264,44,32,0,16,16,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw180_blk0,cascade_lite,0,True,True,0.15625,0.05859375,0.0,0.0,339.0,43,3.4585999965202063,4,132,264,43,32,0,15,15,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw180_blk0,cascade_lite,1,True,True,0.09375,0.046875,0.0,0.0,328.0,32,0.7699000125285238,4,132,264,32,32,0,12,12,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw180_blk0,cascade_lite,2,True,True,0.03125,0.01171875,0.0,0.0,305.0,9,9.42300001042895,4,132,264,9,32,0,3,3,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw180_blk0,cascade_lite,3,True,True,0.1875,0.06640625,0.0,0.0,341.0,45,0.8080000116024166,4,132,264,45,32,0,17,17,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,d8c9e97fcf2fa52f
real_typeii_20db_d1024_bw180_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,457.0,49,10.783900012029335,3,188,376,49,32,0,14,14,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d1024_bw180_blk0,cascade_lite,1,True,True,0.25,0.025,0.0,0.0,464.0,56,11.783399997511879,3,188,376,56,32,0,16,16,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d1024_bw180_blk0,cascade_lite,2,True,True,0.203125,0.0203125,0.0,0.0,455.0,47,25.34299998660572,3,188,376,47,32,0,13,13,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d1024_bw180_blk0,cascade_lite,3,True,True,0.234375,0.0234375,0.0,0.0,459.0,51,87.21590001368895,3,188,376,51,32,0,15,15,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d16_bw180_blk0,cascade_lite,0,True,True,0.15625,0.05859375,0.0,0.0,239.0,53,14.534000016283244,3,77,154,53,32,0,15,15,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d16_bw180_blk0,cascade_lite,1,True,True,0.09375,0.046875,0.0,0.0,288.0,32,8.084100001724437,3,112,224,32,32,0,12,12,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d16_bw180_blk0,cascade_lite,2,True,True,0.03125,0.01171875,0.0,0.0,265.0,9,7.4964999803341925,3,112,224,9,32,0,3,3,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d16_bw180_blk0,cascade_lite,3,True,True,0.1875,0.06640625,0.0,0.0,301.0,45,11.83960001799278,3,112,224,45,32,0,17,17,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d1024_bw200_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,232.0,58,10.441899998113513,3,71,142,58,32,0,14,14,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,200,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw200_blk0,cascade_lite,1,True,True,0.25,0.025,0.0,0.0,242.0,70,22.152599995024502,3,70,140,70,32,0,16,16,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,200,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw200_blk0,cascade_lite,2,True,True,0.234375,0.0234375,0.0,0.0,240.0,68,44.78120000567287,3,70,140,68,32,0,15,15,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,200,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw200_blk0,cascade_lite,3,True,True,0.296875,0.0296875,0.0,0.0,256.0,84,54.63150001014583,3,70,140,84,32,0,19,19,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,200,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw180_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,240.0,58,7.512699987273663,4,75,150,58,32,0,14,14,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw180_blk0,cascade_lite,1,True,True,0.25,0.025,0.0,0.0,250.0,68,10.509399988222867,4,75,150,68,32,0,16,16,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw180_blk0,cascade_lite,2,True,True,0.203125,0.0203125,0.0,0.0,234.0,52,32.10630000103265,4,75,150,52,32,0,13,13,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw180_blk0,cascade_lite,3,True,True,0.234375,0.0234375,0.0,0.0,244.0,62,105.46190000604838,4,75,150,62,32,0,15,15,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,1024,180,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw200_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,459.0,51,26.232199976220727,3,188,376,51,32,0,14,14,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,1024,200,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d1024_bw200_blk0,cascade_lite,1,True,True,0.25,0.025,0.0,0.0,461.0,53,33.515999995870516,3,188,376,53,32,0,16,16,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,1024,200,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d1024_bw200_blk0,cascade_lite,2,True,True,0.234375,0.0234375,0.0,0.0,458.0,50,44.793899985961616,3,188,376,50,32,0,15,15,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,1024,200,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d1024_bw200_blk0,cascade_lite,3,True,True,0.296875,0.0296875,0.0,0.0,473.0,65,39.7633999818936,3,188,376,65,32,0,19,19,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,1024,200,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d16_bw180_blk0,cascade_lite,0,True,True,0.15625,0.05859375,0.0,0.0,299.0,43,17.490800004452467,3,112,224,43,32,0,15,15,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw180_blk0,cascade_lite,1,True,True,0.09375,0.046875,0.0,0.0,288.0,32,21.52009998098947,3,112,224,32,32,0,12,12,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw180_blk0,cascade_lite,2,True,True,0.03125,0.01171875,0.0,0.0,265.0,9,13.086499995552003,3,112,224,9,32,0,3,3,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw180_blk0,cascade_lite,3,True,True,0.1875,0.06640625,0.0,0.0,301.0,45,5.866899999091402,3,112,224,45,32,0,17,17,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,180,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw60_blk0,cascade_lite,0,True,True,0.296875,0.09375,0.0,0.0,269.0,81,23.608799994690344,3,78,156,81,32,0,24,24,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,60,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d16_bw60_blk0,cascade_lite,1,True,True,0.171875,0.046875,0.0,0.0,294.0,38,0.7949999999254942,3,112,224,38,32,0,12,12,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,60,real_data,4,seeded_random,0,e41b94e22127bc2a
real_typeii_20db_d16_bw60_blk0,cascade_lite,2,True,True,0.21875,0.0546875,0.0,0.0,298.0,42,11.635400005616248,3,112,224,42,32,0,14,14,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,60,real_data,4,seeded_random,0,e41b94e22127bc2a
