array_sha256,denominator_included,extension_used,final_prefix,frame_id,initial_prefix,key_dependent_disclosure_bits_total,outcome_epsilon_ec,policy_id,policy_sha256,protocol_epsilon_ec_bound,public_control_bits_total,qualification_role,stage1_iterations,stage2_iterations,status,stratum_p,transcript_event_count,transcript_sha256,verification_attempts
76d626de04403024d274820dc636182036f7e309647c0a1c57931306dd4fc28c,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_027,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,e272f6d1895413708eb6b8511d1b7cbec3295cad67f119eeb95fb86b7f4f33fe,1
448f52952d604b1481bf02b04a2851f971a5e154c1fcf513547b0995aab03229,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_028,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,4a8e67b3991295314ace72d6691d14632e19b26869d7efef7b2615335b43f2ad,1
26a57a8c590ead68ae3860392ed36111e704ea46587b91c1014052728260b51d,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_029,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,dd20778e6a16ecc547a802d5537443bf80d72bda8e9d366b0b94b12a21bfa491,1
23818f6ae2aefc9fe0e400b3d08d3b3bd531024f46a8abcd549f3ca1b75bb0eb,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_030,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,18fced9cf28ed8e1b04125cf271bec0c9fa0e88eed13c6c035f8b43a56900134,1
23b1e5f794dc6f743b3a077f971d926a97309e33f6d3b95e83138e28a0d26464,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_031,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,02c113c59fa694b6647a11105d2bf5a0b4f86b38059614cc7c642173a10feb32,1
3cf7e7a1e31061ebae59fd447bc5a95b22a6953fb5f27da2554751a01576ffbf,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_032,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,4,0,verified_success,0.2,4,9651db7ae270b65b58ac1f523075fe98e6fdfc234cf1d16f2b5a111bc176c4ec,1
25fdfb05d92c70645b2df1877e3f2ebb1556162e98a18d940c97913c79d2eb34,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_033,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,3d617c2a569db9aa911951e7a60985436c7cf8430a768e26f6c543760485cde9,1
4c7e6ff0974eacec096817b9208ec02f7abad262db5c022e5b8c1fec7fb3ac05,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_034,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,4ded785c1e81b50581bf07433a14a03472ef30ea9640ab327454371cdb824aed,1
3b1ac64d9beba7ee18c145f33984eeea990fd79f79d8b0e1a03a5fd53b3823c3,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_035,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,d71987861f8cfb2a4f3da6b1e00c34c95244f2cee1d3c70086f83bd5c2397d78,1
86b92e96d17520d93382abc26918542233aa8021acf4734e471a50f000ecff34,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_036,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,0718689cc577d2d5f0cfd0143a3dbdaa17046ed03f7f5e849c21827baf8034d5,1
105bea119cc7a274c25ac1872004adefac2b99a871ca4cebb387ffe57225db3b,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_037,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,e97b0dfa128d0b830a0eb63f959a80013617a5524ed9621a962c65240fb7c536,1
2a50a0a8984b0486d6be5f08eecd2f31e984f145e685256ab2aed59e5bb858b8,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_038,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,5,0,verified_success,0.2,4,0c3ffdde1e68a9e3d1d0df6f322fba01d089916587fa35dbb77f0d1240f74b19,1
7b4ced87978e993ddfb9ad8e6d70767c80ef902f577ea2025c9982597a1bf6a1,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_039,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,a44d6d45626ff2205e970c67e3b5d9193c47aea96417887327b0526aee46e3c0,1
b7c400800341af5e5a681da282d40a6618e76dbb069c615dc444d10f2d14f29c,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_040,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,1,0,verified_success,0.2,4,d10236ea2128907c8013a571fcb9d7402b90e49c354494c94ade673f5dbe2544,1
df50a659c3f5e2b50708cd26bc06e4ebdfeb1b9c8355c81914ad6e625f7329fa,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_041,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,1,0,verified_success,0.2,4,ebdb50bb80e7f7c8c21137b014bf1f168ee3d9e46d00827294348d0ac5473822,1
716d53d1b088033d50291fbae28db9fe976cc671623654cae7b58cc869270d3f,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_042,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,8a46f85889725692255c9bde168b9e02704822e88d873e935437ee77dc52edcd,1
b127ea81ae7b07dabb1d7bbb2e311c04443b60e7186b30c8454baf8f8a70b4d9,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_043,32,320,,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,2,development,12,0,decode_failed,0.2,3,e378cc0b1a1b6cb5956076b484d45b653228ab687fd6b6568ec2e926f2bd4736,0
c7296fd10350670f32d8074be65b250e7f016ac76387fac64e5c82ee41a95ce6,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_044,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,4,0,verified_success,0.2,4,28f77972dd37f4ef891097abf2089446072b226c191efe28a1ab47b66f2c42d6,1
7c556c1d284e6d085e2397df3b170047e51aa8df61462b2cc2511dc4d3ea1aa8,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_045,32,320,,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,2,development,12,0,decode_failed,0.2,3,6f916c62d4bb15c4083a73c33e2714dfefb62f331f4f07647444553c73d1df57,0
6291cea175b33ba41542ea0674002c462e8aae02b009c933474dda25bcb84ba8,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_046,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,e736d2e50a7d9bdbd1126ce5f02519857ef83535f85b67ffaa89411242d008c8,1
f9bc6426cf6127e0e2d47b2011e4dbbab4e209e6a8097922a21fe044096a380c,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_047,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,8dd4f7da996d5fb45887c725d7b4c2f1c92d19a4c4762fb587869bdfd1e30570,1
91fa309d3d550a16cf940e59f65102193bd27201925dcb22f40f7c1bd284b353,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_048,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,2cc0b62bc488b6935fc37b2e72686277674ac09a3f83b294024f4e0c1d4d9f52,1
779dc52c4b4dd208feb6d0b4431b72e75ab15cfc8113281fe5a2306564dffb78,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_049,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,cce813cf1578776a19f879fb5aa75324e7aef157c7359908bb99b8b4f07e34f1,1
cf89f76d654430e521442c0fb518feaef84b1453881127c87da670d8ef0ad7c6,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_050,32,320,,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,2,development,12,0,decode_failed,0.2,3,dcfc25dc41c1ff9720b864f243dfd2e4552b869def2fcf7501744dcd224401fb,0
66720ce7ab839dbd2aaaa7f18f4ac160553bc4d8568f7960eff95acb852855dc,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_051,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,f7be988f8f59b17c7638d9a0094039fcd9d47277fa82894a3992309483cc6c8b,1
912fde9d9d5b34464b04f111fb99e2995f18435bce0cd52c0a2b1056a3ccf05b,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_052,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,54331b30cb74e9dac5d7a2be9f6a6e5275b0e24b1c4ae878faddddef3b88136f,1
4bc6849fa15257dd2c4c7d9b6e15e2ff743d0dd9aae05fdcc712f5627af3efa1,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_053,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,4cade5850b82bd225827459ad8c1a571855e51788b70ebc55e52fc9e860f8226,1
88ce5827f6e10812bef97ec9b199f14b4442c062d865e054888726693422dd74,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_054,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,bf432831df29f10fac7470e8e14b9d5f0dfb3ff3f8c6b014e276eb8a700efb7c,1
0221f3f2530d0241ca1ec0666a3e2b8704f0c78a4be3f6b4867b2971b4bcf9eb,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_055,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,b612c84aa4edf41a91c79968c4b602a06d57587e088fef334bf291a99d6563c7,1
8120af9cb2792ae62703696b23e2046a58af0052beb2f20c5eb0e9e371a644e3,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_056,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,244e44c048617e6dcb76b35b2cf80257d3dd2d9f28c49241dd0bf49171ddc8e3,1
055d15f556332cfc0905866d308a6892e8f3bf1464353babb8dbf5bb87e81f1c,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_057,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,04d241f392a4fba47cd9712335d45ea9ba040710ccb21169af019762a23b2d9e,1
b1023963b8202b5f450e4a5667b939d67315c2a03876ed55a32dfc6109580098,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_058,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,a1bc6898b42dbfb771e2fe25854ec1a34789814f7b1666ea9b14452f28ad4905,1
3527fae656428307ee042140780886cf39845b6f0b0f08e5502b19c940378ce5,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_059,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,41db99952215a5e67d1da2f4573143db1841dc4caa1c1501c49d4fd27ef83078,1
1e993f64ed98ff1b6964299ae7801961b8a7e7492b3f607155ef41e4dc61110f,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_060,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,61cfcd51d670ed1d90b1f90ac8a7b8a21c4ea779b52218b22faa76fd498a29d4,1
20d00fcb64852843c4bedbb2a1afbd2d0d5fd65ff2769e3fc979cc7e0e9a0c3b,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_061,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,3,0,verified_success,0.2,4,441717bb04d3ba1d3e92bc69aaf16c1c67ddf1085e919f5559b4d9288ff952df,1
d6aa6871876beb66bac01101775dd94f081585a664e4996da4e988d1bb035646,True,False,32,nbldpc_formal_v4_ir_q1024_p20_development_062,32,384,5.421010862427522e-20,nbldpc_v4_control,cfda85c0312f7c7629c29db737ef2690c7bcc07d284b89946f7b95f96b82482c,5.421010862427522e-20,705,development,2,0,verified_success,0.2,4,eda4a21a4b677239dbefbfeace30895889d455a859dfa873ac3ce9de39c032ca,1
