frame_id,pair_idx,alice_symbol,bob_symbol,dimension,frame_len_symbols
0,76,5,5,16,2048
0,77,3,3,16,2048
0,78,9,9,16,2048
0,79,10,10,16,2048
0,80,15,15,16,2048
0,81,6,6,16,2048
0,82,2,2,16,2048
0,83,13,13,16,2048
0,84,10,10,16,2048
0,85,11,11,16,2048
0,86,1,1,16,2048
0,87,4,4,16,2048
0,88,12,12,16,2048
0,89,13,13,16,2048
0,90,6,6,16,2048
0,91,12,12,16,2048
0,92,13,13,16,2048
0,93,6,6,16,2048
0,94,14,14,16,2048
0,95,4,4,16,2048
0,96,3,3,16,2048
0,97,10,10,16,2048
0,98,10,10,16,2048
0,99,2,2,16,2048
0,100,13,13,16,2048
0,101,3,3,16,2048
0,102,12,12,16,2048
0,103,0,0,16,2048
0,104,12,12,16,2048
0,105,12,12,16,2048
0,106,12,12,16,2048
0,107,10,10,16,2048
0,108,7,7,16,2048
0,109,11,11,16,2048
0,110,4,4,16,2048
0,111,12,12,16,2048
0,112,8,8,16,2048
0,113,7,7,16,2048
0,114,8,8,16,2048
0,115,9,9,16,2048
0,116,0,0,16,2048
0,117,2,2,16,2048
0,118,3,3,16,2048
0,119,1,1,16,2048
0,120,7,7,16,2048
0,121,10,10,16,2048
0,122,10,10,16,2048
0,123,7,7,16,2048
0,124,13,13,16,2048
0,125,9,15,16,2048
0,126,1,1,16,2048
0,127,12,12,16,2048
0,128,9,9,16,2048
0,129,10,10,16,2048
0,130,9,9,16,2048
0,131,8,8,16,2048
0,132,1,1,16,2048
0,133,8,8,16,2048
0,134,12,12,16,2048
0,135,4,4,16,2048
0,136,9,9,16,2048
0,137,0,0,16,2048
0,138,5,5,16,2048
0,139,6,6,16,2048
0,140,15,15,16,2048
0,141,3,3,16,2048
0,142,4,4,16,2048
0,143,6,6,16,2048
0,144,15,15,16,2048
0,145,13,13,16,2048
0,146,0,0,16,2048
0,147,3,3,16,2048
0,148,13,13,16,2048
0,149,0,0,16,2048
0,150,13,13,16,2048
0,151,4,10,16,2048
0,152,14,14,16,2048
0,153,4,4,16,2048
0,154,6,6,16,2048
0,155,10,10,16,2048
0,156,2,2,16,2048
0,157,8,8,16,2048
0,158,8,8,16,2048
0,159,12,12,16,2048
0,160,15,15,16,2048
0,161,10,10,16,2048
0,162,6,6,16,2048
0,163,6,6,16,2048
0,164,6,6,16,2048
0,165,13,13,16,2048
0,166,5,5,16,2048
0,167,2,2,16,2048
0,168,5,5,16,2048
0,169,0,0,16,2048
0,170,1,1,16,2048
0,171,1,1,16,2048
0,172,12,12,16,2048
0,173,11,11,16,2048
0,174,11,11,16,2048
0,175,7,7,16,2048
0,176,11,11,16,2048
0,177,2,2,16,2048
0,178,14,14,16,2048
0,179,8,8,16,2048
0,180,15,15,16,2048
0,181,2,2,16,2048
0,182,7,7,16,2048
0,183,11,11,16,2048
0,184,7,2,16,2048
0,185,7,7,16,2048
0,186,2,2,16,2048
0,187,6,6,16,2048
0,188,3,3,16,2048
0,189,4,4,16,2048
0,190,10,10,16,2048
0,191,10,10,16,2048
0,192,9,9,16,2048
0,193,5,5,16,2048
0,194,15,15,16,2048
0,195,1,1,16,2048
0,196,5,5,16,2048
0,197,1,1,16,2048
0,198,5,5,16,2048
0,199,15,15,16,2048
0,200,5,5,16,2048
0,201,14,14,16,2048
0,202,7,7,16,2048
0,203,11,11,16,2048
0,204,7,7,16,2048
0,205,4,4,16,2048
0,206,12,12,16,2048
0,207,15,15,16,2048
0,208,4,6,16,2048
0,209,12,12,16,2048
0,210,4,4,16,2048
0,211,11,11,16,2048
0,212,12,12,16,2048
0,213,7,7,16,2048
0,214,11,11,16,2048
0,215,4,4,16,2048
0,216,1,1,16,2048
0,217,1,1,16,2048
0,218,7,2,16,2048
0,219,14,14,16,2048
0,220,2,2,16,2048
0,221,7,7,16,2048
0,222,11,11,16,2048
0,223,3,3,16,2048
0,224,11,11,16,2048
0,225,4,4,16,2048
0,226,12,12,16,2048
0,227,9,9,16,2048
0,228,8,8,16,2048
0,229,2,2,16,2048
0,230,7,7,16,2048
0,231,13,13,16,2048
0,232,0,0,16,2048
0,233,12,12,16,2048
0,234,7,7,16,2048
0,235,11,11,16,2048
0,236,10,10,16,2048
0,237,6,6,16,2048
0,238,4,4,16,2048
0,239,10,10,16,2048
0,240,2,11,16,2048
0,241,9,13,16,2048
0,242,1,1,16,2048
0,243,10,10,16,2048
0,244,10,10,16,2048
0,245,1,1,16,2048
0,246,12,12,16,2048
0,247,6,6,16,2048
0,248,12,12,16,2048
0,249,0,0,16,2048
0,250,2,2,16,2048
0,251,7,7,16,2048
0,252,3,3,16,2048
0,253,5,5,16,2048
0,254,10,10,16,2048
0,255,2,2,16,2048
0,256,10,10,16,2048
0,257,1,1,16,2048
0,258,2,2,16,2048
0,259,9,9,16,2048
0,260,12,12,16,2048
0,261,2,2,16,2048
0,262,4,4,16,2048
0,263,14,14,16,2048
0,264,15,15,16,2048
0,265,9,9,16,2048
0,266,7,7,16,2048
0,267,5,5,16,2048
0,268,9,9,16,2048
0,269,9,9,16,2048
0,270,4,4,16,2048
0,271,0,0,16,2048
0,272,2,2,16,2048
0,273,15,15,16,2048
0,274,6,6,16,2048
0,275,7,7,16,2048
0,276,7,7,16,2048
0,277,12,12,16,2048
0,278,1,1,16,2048
0,279,1,1,16,2048
0,280,4,4,16,2048
0,281,7,7,16,2048
0,282,10,10,16,2048
0,283,7,5,16,2048
0,284,7,7,16,2048
0,285,15,15,16,2048
0,286,2,2,16,2048
0,287,9,9,16,2048
0,288,8,8,16,2048
0,289,7,7,16,2048
0,290,12,12,16,2048
0,291,4,4,16,2048
0,292,15,15,16,2048
0,293,5,5,16,2048
0,294,8,8,16,2048
0,295,8,8,16,2048
0,296,13,13,16,2048
0,297,7,7,16,2048
0,298,4,4,16,2048
0,299,0,0,16,2048
0,300,5,5,16,2048
0,301,13,13,16,2048
0,302,0,0,16,2048
0,303,14,14,16,2048
0,304,8,8,16,2048
0,305,2,2,16,2048
0,306,4,14,16,2048
0,307,8,8,16,2048
0,308,5,5,16,2048
0,309,1,1,16,2048
0,310,10,10,16,2048
0,311,10,10,16,2048
0,312,1,1,16,2048
0,313,4,4,16,2048
0,314,3,3,16,2048
0,315,10,10,16,2048
0,316,11,11,16,2048
0,317,11,11,16,2048
0,318,15,15,16,2048
0,319,12,12,16,2048
0,320,5,5,16,2048
0,321,1,4,16,2048
0,322,9,3,16,2048
0,323,14,14,16,2048
0,324,15,15,16,2048
0,325,3,3,16,2048
0,326,3,3,16,2048
0,327,0,0,16,2048
0,328,2,2,16,2048
0,329,8,8,16,2048
0,330,8,8,16,2048
0,331,5,5,16,2048
0,332,4,4,16,2048
0,333,13,4,16,2048
0,334,7,7,16,2048
0,335,12,12,16,2048
0,336,15,15,16,2048
0,337,5,5,16,2048
0,338,3,3,16,2048
0,339,15,15,16,2048
0,340,10,10,16,2048
0,341,4,4,16,2048
0,342,9,9,16,2048
0,343,8,8,16,2048
0,344,14,14,16,2048
0,345,4,4,16,2048
0,346,15,15,16,2048
0,347,14,14,16,2048
0,348,2,2,16,2048
0,349,2,2,16,2048
0,350,8,8,16,2048
0,351,0,0,16,2048
0,352,4,4,16,2048
0,353,6,2,16,2048
0,354,15,15,16,2048
0,355,15,15,16,2048
0,356,2,2,16,2048
0,357,14,14,16,2048
0,358,1,1,16,2048
0,359,11,11,16,2048
0,360,13,13,16,2048
0,361,14,14,16,2048
0,362,3,3,16,2048
0,363,14,14,16,2048
0,364,1,1,16,2048
0,365,8,8,16,2048
0,366,7,7,16,2048
0,367,5,5,16,2048
0,368,0,0,16,2048
0,369,12,12,16,2048
0,370,5,5,16,2048
0,371,10,10,16,2048
0,372,6,6,16,2048
0,373,5,5,16,2048
0,374,14,14,16,2048
0,375,1,1,16,2048
0,376,11,11,16,2048
0,377,11,11,16,2048
0,378,6,6,16,2048
0,379,4,4,16,2048
0,380,0,0,16,2048
0,381,14,14,16,2048
0,382,15,15,16,2048
0,383,3,3,16,2048
0,384,0,0,16,2048
0,385,1,1,16,2048
0,386,1,1,16,2048
0,387,13,13,16,2048
0,388,14,14,16,2048
0,389,2,2,16,2048
0,390,11,11,16,2048
0,391,2,2,16,2048
0,392,5,5,16,2048
0,393,9,9,16,2048
0,394,11,11,16,2048
0,395,13,13,16,2048
0,396,0,0,16,2048
0,397,3,3,16,2048
0,398,4,4,16,2048
0,399,4,4,16,2048
0,400,15,15,16,2048
0,401,12,12,16,2048
0,402,5,5,16,2048
0,403,15,15,16,2048
0,404,7,15,16,2048
0,405,8,8,16,2048
0,406,6,6,16,2048
0,407,2,2,16,2048
0,408,14,14,16,2048
0,409,0,0,16,2048
0,410,2,2,16,2048
0,411,3,3,16,2048
0,412,4,4,16,2048
0,413,2,2,16,2048
0,414,0,0,16,2048
0,415,10,10,16,2048
0,416,15,15,16,2048
0,417,1,1,16,2048
0,418,4,4,16,2048
0,419,8,8,16,2048
0,420,14,14,16,2048
0,421,11,11,16,2048
0,422,12,12,16,2048
0,423,9,9,16,2048
0,424,6,6,16,2048
0,425,3,3,16,2048
0,426,13,13,16,2048
0,427,12,12,16,2048
0,428,0,0,16,2048
0,429,11,11,16,2048
0,430,1,1,16,2048
0,431,11,11,16,2048
0,432,13,13,16,2048
0,433,2,2,16,2048
0,434,6,6,16,2048
0,435,1,1,16,2048
0,436,9,9,16,2048
0,437,14,14,16,2048
0,438,1,1,16,2048
0,439,6,6,16,2048
0,440,15,15,16,2048
0,441,4,4,16,2048
0,442,2,2,16,2048
0,443,7,7,16,2048
0,444,8,8,16,2048
0,445,10,9,16,2048
0,446,5,5,16,2048
0,447,15,15,16,2048
0,448,8,8,16,2048
0,449,4,4,16,2048
0,450,15,15,16,2048
0,451,14,14,16,2048
0,452,7,7,16,2048
0,453,0,0,16,2048
0,454,9,9,16,2048
0,455,8,8,16,2048
0,456,2,0,16,2048
0,457,10,10,16,2048
0,458,13,13,16,2048
0,459,1,1,16,2048
0,460,11,11,16,2048
0,461,2,2,16,2048
0,462,11,12,16,2048
0,463,6,6,16,2048
0,464,0,0,16,2048
0,465,15,15,16,2048
0,466,2,2,16,2048
0,467,9,9,16,2048
0,468,2,2,16,2048
0,469,14,14,16,2048
0,470,11,11,16,2048
0,471,12,12,16,2048
0,472,6,6,16,2048
0,473,7,7,16,2048
0,474,10,10,16,2048
0,475,12,12,16,2048
0,476,13,13,16,2048
0,477,0,0,16,2048
0,478,10,10,16,2048
0,479,1,1,16,2048
0,480,4,4,16,2048
0,481,13,13,16,2048
0,482,4,4,16,2048
0,483,12,12,16,2048
0,484,7,7,16,2048
0,485,3,3,16,2048
0,486,5,5,16,2048
0,487,8,8,16,2048
0,488,12,12,16,2048
0,489,9,9,16,2048
0,490,14,14,16,2048
0,491,13,13,16,2048
0,492,12,12,16,2048
0,493,9,9,16,2048
0,494,4,4,16,2048
0,495,6,6,16,2048
0,496,1,1,16,2048
0,497,5,5,16,2048
0,498,14,14,16,2048
0,499,6,6,16,2048
0,500,1,1,16,2048
0,501,10,10,16,2048
0,502,15,15,16,2048
0,503,13,13,16,2048
0,504,4,4,16,2048
0,505,7,7,16,2048
0,506,8,8,16,2048
0,507,3,3,16,2048
0,508,4,4,16,2048
0,509,3,3,16,2048
0,510,15,15,16,2048
0,511,11,11,16,2048
0,512,13,13,16,2048
0,513,13,13,16,2048
0,514,15,15,16,2048
0,515,1,1,16,2048
0,516,14,14,16,2048
0,517,1,1,16,2048
0,518,7,7,16,2048
0,519,9,9,16,2048
0,520,5,5,16,2048
0,521,2,2,16,2048
0,522,3,3,16,2048
0,523,13,13,16,2048
0,524,5,5,16,2048
0,525,4,4,16,2048
0,526,14,14,16,2048
0,527,2,2,16,2048
0,528,14,14,16,2048
0,529,14,14,16,2048
0,530,9,9,16,2048
0,531,2,2,16,2048
0,532,2,2,16,2048
0,533,4,4,16,2048
0,534,9,9,16,2048
0,535,2,2,16,2048
0,536,7,7,16,2048
0,537,1,1,16,2048
0,538,8,8,16,2048
0,539,0,0,16,2048
0,540,11,11,16,2048
0,541,0,0,16,2048
0,542,3,3,16,2048
0,543,2,2,16,2048
0,544,13,13,16,2048
0,545,0,7,16,2048
0,546,6,6,16,2048
0,547,9,9,16,2048
0,548,8,8,16,2048
0,549,10,10,16,2048
0,550,12,12,16,2048
0,551,6,6,16,2048
0,552,13,13,16,2048
0,553,5,5,16,2048
0,554,15,15,16,2048
0,555,8,8,16,2048
0,556,11,11,16,2048
0,557,14,14,16,2048
0,558,12,12,16,2048
0,559,13,13,16,2048
0,560,8,8,16,2048
0,561,0,0,16,2048
0,562,7,7,16,2048
0,563,2,2,16,2048
0,564,14,14,16,2048
0,565,3,3,16,2048
0,566,3,3,16,2048
0,567,3,3,16,2048
0,568,10,10,16,2048
0,569,9,9,16,2048
0,570,15,15,16,2048
0,571,6,6,16,2048
0,572,4,4,16,2048
0,573,0,0,16,2048
0,574,0,0,16,2048
0,575,5,5,16,2048
0,576,14,14,16,2048
0,577,8,8,16,2048
0,578,14,14,16,2048
0,579,1,1,16,2048
0,580,1,1,16,2048
0,581,13,13,16,2048
0,582,1,1,16,2048
0,583,0,0,16,2048
0,584,6,6,16,2048
0,585,14,14,16,2048
0,586,11,11,16,2048
0,587,1,1,16,2048
0,588,13,13,16,2048
0,589,13,13,16,2048
0,590,12,12,16,2048
0,591,14,14,16,2048
0,592,3,3,16,2048
0,593,15,15,16,2048
0,594,5,5,16,2048
0,595,12,12,16,2048
0,596,9,9,16,2048
0,597,12,12,16,2048
0,598,10,10,16,2048
0,599,10,10,16,2048
0,600,9,9,16,2048
0,601,12,12,16,2048
0,602,11,11,16,2048
0,603,2,2,16,2048
0,604,13,13,16,2048
0,605,8,8,16,2048
0,606,5,5,16,2048
0,607,8,8,16,2048
0,608,15,15,16,2048
0,609,13,13,16,2048
0,610,13,13,16,2048
0,611,7,7,16,2048
0,612,12,12,16,2048
0,613,6,6,16,2048
0,614,10,10,16,2048
0,615,10,10,16,2048
0,616,3,3,16,2048
0,617,4,4,16,2048
0,618,0,0,16,2048
0,619,2,2,16,2048
0,620,6,6,16,2048
0,621,7,7,16,2048
0,622,2,2,16,2048
0,623,6,6,16,2048
0,624,9,9,16,2048
0,625,3,3,16,2048
0,626,5,5,16,2048
0,627,5,5,16,2048
0,628,8,8,16,2048
0,629,5,5,16,2048
0,630,11,11,16,2048
0,631,5,5,16,2048
0,632,6,6,16,2048
0,633,6,6,16,2048
0,634,2,2,16,2048
0,635,10,10,16,2048
0,636,3,3,16,2048
0,637,4,4,16,2048
0,638,12,12,16,2048
0,639,15,15,16,2048
0,640,10,10,16,2048
0,641,14,14,16,2048
0,642,13,13,16,2048
0,643,7,7,16,2048
0,644,12,12,16,2048
0,645,5,5,16,2048
0,646,7,7,16,2048
0,647,8,8,16,2048
0,648,15,15,16,2048
0,649,13,13,16,2048
0,650,7,7,16,2048
0,651,10,10,16,2048
0,652,3,3,16,2048
0,653,12,12,16,2048
0,654,8,8,16,2048
0,655,8,8,16,2048
0,656,12,12,16,2048
0,657,10,10,16,2048
0,658,1,1,16,2048
0,659,4,4,16,2048
0,660,2,2,16,2048
0,661,11,11,16,2048
0,662,0,0,16,2048
0,663,3,3,16,2048
0,664,9,9,16,2048
0,665,11,11,16,2048
0,666,8,8,16,2048
0,667,13,13,16,2048
0,668,14,14,16,2048
0,669,2,2,16,2048
0,670,15,15,16,2048
0,671,9,9,16,2048
0,672,10,10,16,2048
0,673,1,1,16,2048
0,674,9,9,16,2048
0,675,11,11,16,2048
0,676,9,13,16,2048
0,677,1,1,16,2048
0,678,8,15,16,2048
0,679,14,14,16,2048
0,680,11,11,16,2048
0,681,2,2,16,2048
0,682,15,15,16,2048
0,683,15,15,16,2048
0,684,2,2,16,2048
0,685,12,12,16,2048
0,686,6,6,16,2048
0,687,9,9,16,2048
0,688,7,7,16,2048
0,689,12,12,16,2048
0,690,15,15,16,2048
0,691,12,12,16,2048
0,692,14,14,16,2048
0,693,15,15,16,2048
0,694,1,1,16,2048
0,695,4,7,16,2048
0,696,11,11,16,2048
0,697,9,9,16,2048
0,698,0,0,16,2048
0,699,1,1,16,2048
0,700,8,8,16,2048
0,701,9,9,16,2048
0,702,2,2,16,2048
0,703,2,2,16,2048
0,704,2,2,16,2048
0,705,9,9,16,2048
0,706,0,0,16,2048
0,707,9,9,16,2048
0,708,7,7,16,2048
0,709,7,7,16,2048
0,710,10,10,16,2048
0,711,8,8,16,2048
0,712,11,11,16,2048
0,713,12,12,16,2048
0,714,14,14,16,2048
0,715,12,12,16,2048
0,716,8,8,16,2048
0,717,7,7,16,2048
0,718,3,3,16,2048
0,719,9,2,16,2048
0,720,2,2,16,2048
0,721,14,14,16,2048
0,722,13,13,16,2048
0,723,1,1,16,2048
0,724,12,12,16,2048
0,725,1,1,16,2048
0,726,11,11,16,2048
0,727,1,1,16,2048
0,728,7,7,16,2048
0,729,10,10,16,2048
0,730,11,11,16,2048
0,731,6,6,16,2048
0,732,14,14,16,2048
0,733,12,12,16,2048
0,734,3,3,16,2048
0,735,10,10,16,2048
0,736,11,11,16,2048
0,737,5,5,16,2048
0,738,11,11,16,2048
0,739,14,14,16,2048
0,740,13,13,16,2048
0,741,12,15,16,2048
0,742,10,10,16,2048
0,743,4,4,16,2048
0,744,12,12,16,2048
0,745,5,5,16,2048
0,746,8,8,16,2048
0,747,5,5,16,2048
0,748,5,5,16,2048
0,749,2,2,16,2048
0,750,15,15,16,2048
0,751,2,2,16,2048
0,752,1,1,16,2048
0,753,14,14,16,2048
0,754,8,8,16,2048
0,755,7,7,16,2048
0,756,11,11,16,2048
0,757,6,6,16,2048
0,758,2,2,16,2048
0,759,11,11,16,2048
0,760,2,2,16,2048
0,761,8,8,16,2048
0,762,15,9,16,2048
0,763,14,14,16,2048
0,764,5,5,16,2048
0,765,12,12,16,2048
0,766,9,9,16,2048
0,767,7,7,16,2048
0,768,2,2,16,2048
0,769,6,6,16,2048
0,770,10,10,16,2048
0,771,15,15,16,2048
0,772,0,0,16,2048
0,773,11,11,16,2048
0,774,13,13,16,2048
0,775,15,15,16,2048
0,776,6,6,16,2048
0,777,1,1,16,2048
0,778,4,4,16,2048
0,779,13,13,16,2048
0,780,14,14,16,2048
0,781,10,10,16,2048
0,782,1,1,16,2048
0,783,1,1,16,2048
0,784,7,7,16,2048
0,785,9,9,16,2048
0,786,0,0,16,2048
0,787,10,10,16,2048
0,788,8,8,16,2048
0,789,0,0,16,2048
0,790,1,1,16,2048
0,791,7,7,16,2048
0,792,11,11,16,2048
0,793,13,13,16,2048
0,794,6,6,16,2048
0,795,4,4,16,2048
0,796,15,15,16,2048
0,797,7,7,16,2048
0,798,5,5,16,2048
0,799,7,7,16,2048
0,800,0,0,16,2048
0,801,4,4,16,2048
0,802,8,8,16,2048
0,803,14,14,16,2048
0,804,11,11,16,2048
0,805,12,12,16,2048
0,806,8,8,16,2048
0,807,1,1,16,2048
0,808,6,6,16,2048
0,809,15,15,16,2048
0,810,0,0,16,2048
0,811,14,14,16,2048
0,812,10,10,16,2048
0,813,4,4,16,2048
0,814,12,12,16,2048
0,815,13,13,16,2048
0,816,0,0,16,2048
0,817,1,1,16,2048
0,818,10,10,16,2048
0,819,15,15,16,2048
0,820,0,0,16,2048
0,821,10,10,16,2048
0,822,2,2,16,2048
0,823,10,10,16,2048
0,824,9,9,16,2048
0,825,1,1,16,2048
0,826,10,10,16,2048
0,827,14,14,16,2048
0,828,13,13,16,2048
0,829,0,0,16,2048
0,830,3,3,16,2048
0,831,3,3,16,2048
0,832,7,7,16,2048
0,833,2,2,16,2048
0,834,13,13,16,2048
0,835,12,12,16,2048
0,836,12,12,16,2048
0,837,3,3,16,2048
0,838,0,0,16,2048
0,839,14,14,16,2048
0,840,4,4,16,2048
0,841,10,10,16,2048
0,842,14,14,16,2048
0,843,0,0,16,2048
0,844,0,0,16,2048
0,845,0,0,16,2048
0,846,2,2,16,2048
0,847,0,0,16,2048
0,848,13,13,16,2048
0,849,9,9,16,2048
0,850,15,15,16,2048
0,851,12,12,16,2048
0,852,15,15,16,2048
0,853,3,3,16,2048
0,854,4,4,16,2048
0,855,13,13,16,2048
0,856,3,3,16,2048
0,857,0,0,16,2048
0,858,10,10,16,2048
0,859,12,12,16,2048
0,860,15,15,16,2048
0,861,14,14,16,2048
0,862,1,1,16,2048
0,863,12,12,16,2048
0,864,13,13,16,2048
0,865,11,11,16,2048
0,866,13,13,16,2048
0,867,13,13,16,2048
0,868,7,7,16,2048
0,869,0,7,16,2048
0,870,7,7,16,2048
0,871,3,3,16,2048
0,872,1,1,16,2048
0,873,1,1,16,2048
0,874,11,11,16,2048
0,875,8,8,16,2048
0,876,8,8,16,2048
0,877,11,11,16,2048
0,878,8,8,16,2048
0,879,10,10,16,2048
0,880,1,1,16,2048
0,881,13,13,16,2048
0,882,7,7,16,2048
0,883,2,2,16,2048
0,884,13,13,16,2048
0,885,11,11,16,2048
0,886,0,0,16,2048
0,887,3,3,16,2048
0,888,0,0,16,2048
0,889,4,4,16,2048
0,890,1,1,16,2048
0,891,11,11,16,2048
0,892,8,8,16,2048
0,893,15,15,16,2048
0,894,11,10,16,2048
0,895,9,9,16,2048
0,896,8,8,16,2048
0,897,0,0,16,2048
0,898,1,1,16,2048
0,899,9,9,16,2048
0,900,0,0,16,2048
0,901,0,0,16,2048
0,902,3,3,16,2048
0,903,14,14,16,2048
0,904,7,7,16,2048
0,905,11,11,16,2048
0,906,6,6,16,2048
0,907,2,2,16,2048
0,908,5,5,16,2048
0,909,1,1,16,2048
0,910,12,12,16,2048
0,911,2,2,16,2048
0,912,6,6,16,2048
0,913,15,15,16,2048
0,914,9,9,16,2048
0,915,7,7,16,2048
0,916,8,8,16,2048
0,917,12,12,16,2048
0,918,4,4,16,2048
0,919,10,10,16,2048
0,920,13,13,16,2048
0,921,9,9,16,2048
0,922,7,7,16,2048
0,923,2,2,16,2048
0,924,3,3,16,2048
0,925,15,15,16,2048
0,926,8,8,16,2048
0,927,4,4,16,2048
0,928,6,6,16,2048
0,929,9,9,16,2048
0,930,8,8,16,2048
0,931,11,11,16,2048
0,932,4,4,16,2048
0,933,10,8,16,2048
0,934,7,1,16,2048
0,935,15,15,16,2048
0,936,2,2,16,2048
0,937,2,2,16,2048
0,938,7,7,16,2048
0,939,8,8,16,2048
0,940,11,11,16,2048
0,941,6,6,16,2048
0,942,14,14,16,2048
0,943,7,7,16,2048
0,944,2,2,16,2048
0,945,1,1,16,2048
0,946,15,15,16,2048
0,947,2,2,16,2048
0,948,15,15,16,2048
0,949,4,4,16,2048
0,950,1,1,16,2048
0,951,4,4,16,2048
0,952,9,9,16,2048
0,953,6,6,16,2048
0,954,12,12,16,2048
0,955,9,9,16,2048
0,956,6,6,16,2048
0,957,10,10,16,2048
0,958,15,15,16,2048
0,959,6,6,16,2048
0,960,2,2,16,2048
0,961,6,6,16,2048
0,962,13,13,16,2048
0,963,3,3,16,2048
0,964,15,15,16,2048
0,965,9,9,16,2048
0,966,9,9,16,2048
0,967,5,5,16,2048
0,968,14,14,16,2048
0,969,0,0,16,2048
0,970,4,4,16,2048
0,971,6,6,16,2048
0,972,7,7,16,2048
0,973,7,7,16,2048
0,974,2,2,16,2048
0,975,3,3,16,2048
0,976,1,1,16,2048
0,977,9,9,16,2048
0,978,5,5,16,2048
0,979,9,9,16,2048
0,980,9,9,16,2048
0,981,11,11,16,2048
0,982,8,8,16,2048
0,983,10,10,16,2048
0,984,9,9,16,2048
0,985,10,10,16,2048
0,986,9,9,16,2048
0,987,5,5,16,2048
0,988,3,3,16,2048
0,989,12,12,16,2048
0,990,5,5,16,2048
0,991,8,8,16,2048
0,992,3,3,16,2048
0,993,6,6,16,2048
0,994,8,8,16,2048
0,995,10,10,16,2048
0,996,8,8,16,2048
0,997,5,5,16,2048
0,998,15,15,16,2048
0,999,8,8,16,2048
0,1000,12,12,16,2048
0,1001,11,11,16,2048
0,1002,8,8,16,2048
0,1003,14,14,16,2048
0,1004,2,2,16,2048
0,1005,14,14,16,2048
0,1006,13,4,16,2048
0,1007,8,8,16,2048
0,1008,11,11,16,2048
0,1009,8,8,16,2048
0,1010,4,4,16,2048
0,1011,12,12,16,2048
0,1012,3,3,16,2048
0,1013,5,5,16,2048
0,1014,8,8,16,2048
0,1015,13,13,16,2048
0,1016,6,6,16,2048
0,1017,7,7,16,2048
0,1018,0,0,16,2048
0,1019,1,1,16,2048
0,1020,0,0,16,2048
0,1021,1,1,16,2048
0,1022,13,13,16,2048
0,1023,13,13,16,2048
0,1024,13,13,16,2048
0,1025,0,0,16,2048
0,1026,1,1,16,2048
0,1027,4,4,16,2048
0,1028,9,9,16,2048
0,1029,5,5,16,2048
0,1030,7,7,16,2048
0,1031,2,2,16,2048
0,1032,11,11,16,2048
0,1033,5,5,16,2048
0,1034,1,1,16,2048
0,1035,11,11,16,2048
0,1036,14,14,16,2048
0,1037,0,0,16,2048
0,1038,6,6,16,2048
0,1039,13,13,16,2048
0,1040,11,11,16,2048
0,1041,13,13,16,2048
0,1042,6,6,16,2048
0,1043,5,5,16,2048
0,1044,11,11,16,2048
0,1045,2,2,16,2048
0,1046,3,3,16,2048
0,1047,9,9,16,2048
0,1048,10,10,16,2048
0,1049,1,1,16,2048
0,1050,8,8,16,2048
0,1051,5,5,16,2048
0,1052,8,8,16,2048
0,1053,15,15,16,2048
0,1054,1,1,16,2048
0,1055,15,15,16,2048
0,1056,7,7,16,2048
0,1057,12,12,16,2048
0,1058,6,6,16,2048
0,1059,4,15,16,2048
0,1060,12,12,16,2048
0,1061,11,11,16,2048
0,1062,2,2,16,2048
0,1063,11,11,16,2048
0,1064,12,12,16,2048
0,1065,6,6,16,2048
