attempted,candidate_id,check_count,decoder_p,denominator_included,frame_id,iterations,key_dependent_disclosure_bits_total,policy_sha256,public_control_bits,public_control_bits_total,qualification_role,runtime_s,status,stratum_p,syndrome_disclosure_bits,transcript_event_count,transcript_sha256,verification_invoked,verification_seed_id,verification_tag_bits
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_010,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,1.9849999999860302,decode_failed,0.2,240,2,7f0bf6fd84e57204ad03386089ab4bbf0cf3a03e6c24c4c6bcb22aadcaaf8292,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_011,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,1.9849999999860302,decode_failed,0.2,240,2,addcf694c7fd4fc50f44b6ab22846b0f5bde842ae6177e59ed5ccbdac7de4825,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_012,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,1.984000000054948,decode_failed,0.2,240,2,2464cf683503b7acf3b80f4584a7056ce87bc203cba8e6a82ad9a36db3e3b7b2,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_013,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.0,decode_failed,0.2,240,2,2c3ffa247f0ae7d7ff59a38d0b79fd2b080c772a9f08245447884c103dea2b40,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_014,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.0,decode_failed,0.2,240,2,8f0a90c418895c406218dbf808d37c9e80d82862a04a03e78c497a08db5368b7,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_015,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.015999999945052,decode_failed,0.2,240,2,7f71475aae5e7a75db23f5335677161233afcff77ae12aa48d641b9cc4caebf4,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_016,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.01500000001397,decode_failed,0.2,240,2,904a3301212f992f99f1da3dc0b7a8398644ed9015aeb5b8fd220cb9f2324733,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_017,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,1.9849999999860302,decode_failed,0.2,240,2,7cef0b26faeadc81b2d13fec92d262aa5a5aa2392da56062a5b27ed581ea6074,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_018,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.0,decode_failed,0.2,240,2,ad72539c7a37eaf7ff0514f5071ab89ba293174c863d074ebbf9b3f618c5e2de,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_019,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.0,decode_failed,0.2,240,2,6ee9cd48cf35471b41666090b8910cfec5c5f23b68d87f6e7be9d81812e74ce6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_020,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.0,decode_failed,0.2,240,2,98012983636c57886b98dfbf1851a0f8b24f267484dd85c19e65012b2f617bbb,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_021,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,1.9849999999860302,decode_failed,0.2,240,2,70d4444687eeb9eef6b2934109248d3e986829b0e407b1d6ae2971e6ce3f3a49,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_022,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,1.984000000054948,decode_failed,0.2,240,2,ef783f7bd82a74b4d3659a52f03fdf578a8cae37c842962548432946dde1eddf,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_023,10,240,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,1.9689999999245629,decode_failed,0.2,240,2,909179cf2286b4ecf757f8f67b829a9738f6c6607470bfc1b152f9f375f13b58,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_000,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.672000000020489,decode_failed,0.3,320,2,9b15823bf06852e94432f8999bb505942d48bf993e80f8182764322bbdf5bdc6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_001,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.5929999999934807,decode_failed,0.3,320,2,432f72d07ae86f69d66e599f30aee2bb8cb7282a1d638daa2071bb399b1c5a4a,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_002,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6089999999385327,decode_failed,0.3,320,2,e84b3a9346cd1d2a4fce081571b5f8231f0417bed54f4bc3f27c401ce01799d6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_003,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6570000000065193,decode_failed,0.3,320,2,0b1276b80542e2967c517a2816a16f939940511526f55f647266943fc6fe6987,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_004,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.625,decode_failed,0.3,320,2,37ad3e977b1e36a66cbbb81a31d9e23ece50c03da7bacf9eb5ec42cbb58a8b58,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_005,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.609000000054948,decode_failed,0.3,320,2,bebb4f361565cf85b302b79bd2cb12799272f947a3e2b1326f7087eda782abd0,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_006,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.655999999959022,decode_failed,0.3,320,2,dcd386f82693583d51875f5fd1c12b509a1d24ed9ede3e175560f795dc737077,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_007,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.625,decode_failed,0.3,320,2,f646f090abc271551af1b6c2b55bd90c56385127090940caa98f345a539a923e,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_008,4,384,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,703,703,development,1.0939999999245629,verified_success,0.3,320,3,bed4a5bcb09d4d1e7357e398ad2ebe07085c5a40e6ad7ab0192675347a658819,True,1af4feba212150e5e92eeab19d62567bb5b4ac0604f6c5bf669eb77cb3771e8b,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_009,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.625,decode_failed,0.3,320,2,ed1d1c96f4951509660e81b2531833cbef12bc9f4c80b696dce87fdc09f9af59,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_010,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.625,decode_failed,0.3,320,2,ea0f93225134a6344113702c688f7585aa0bf2799863f3691bbce1df64ba923d,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_011,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.625,decode_failed,0.3,320,2,d92ee180eba964d9e3dbb777bdbdd89aa7231b5377285250d0ccfe10e40c06e6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_012,6,384,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,703,703,development,1.625,verified_success,0.3,320,3,f2ef16fb0b347b18a91103b2ac2bcbbf798ee103993301ca5db266576e0578fd,True,e0ff770119601f5559bde6723b3a51d3d4d741f0c27c432b120710a0536859fa,64
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_013,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6089999999385327,decode_failed,0.3,320,2,0415176cd73cae4b69e7eab50d50e8d16b460abf2f9ba899b8c5ecc3e84d0c4d,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_014,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6410000000614673,decode_failed,0.3,320,2,1967c0b33452fc46be85de25b3d790d79111f72a23b289ee98718efe7571ba3b,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_015,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.625,decode_failed,0.3,320,2,0414f34f19992eb01ed15670abde86bd7cc6753c3c304442e2c0faf7295d0713,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_016,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.625,decode_failed,0.3,320,2,dd8893125b31ee48d49f7b26f01e1c1861423233886ec361417c492186c88a3e,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_017,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.625,decode_failed,0.3,320,2,eb8670050c12975cc7e9d71c8b26e3e5ef5a0498ec4da014e64d9705bcffc6b7,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_018,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.655999999959022,decode_failed,0.3,320,2,32d987cea7b698dd1088af1c9124354a707816a84e0c257e6a7fcb0d7291ede4,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_019,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6410000000614673,decode_failed,0.3,320,2,75d384ef1ad3728833e20f4597192861373797853f4eaef4d1518c2ee7f1a0fb,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_020,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6709999999729916,decode_failed,0.3,320,2,3a2939401af19529713667c8909b73d7a5c32943c857ecb46c47a80844063cc0,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_021,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6410000000614673,decode_failed,0.3,320,2,cad1f75b17a7031e30f4c3263bdabede8569ca969d967967de1dcbd7a6c34c1d,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_022,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6089999999385327,decode_failed,0.3,320,2,6ae332ffc5935307e39e978f1e8f2b71ca500086bf350aa7857d0d362bbdf13f,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_023,10,320,a450304b0c61c476e6e7a45a0c82ccfb189ac27bd07a01c128964c98776f2fc8,0,0,development,2.6570000000065193,decode_failed,0.3,320,2,9a6ed2804d834341c7d0ad427fa7f17d59a65d6f757f2a66dfa0dee0ccf70635,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_000,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.937000000034459,decode_failed,0.2,240,2,c00665b9677d546aa397e21e1bd8513e99bf94273e07a15b4cc3f4f40e996712,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_001,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.905999999959022,decode_failed,0.2,240,2,3867c08a336bf098f6e97a7cf5d928c5bed65f3b0a166951f7c311a035df834d,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_002,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.8589999999385327,decode_failed,0.2,240,2,4de15a27f27f1e589211f6edb9a28bac51cb455c245bd1100718c1f616e6e891,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_003,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.875,decode_failed,0.2,240,2,4cb034b5b5e8f19a6e49edd6b9ab727f3598714e53a05e2c3df01a99b2c791cc,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_004,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.875,decode_failed,0.2,240,2,eab82231acde85e3b7da50c00864e275bf09b144afa3093bece98acc9b024cdc,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_005,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.890999999945052,decode_failed,0.2,240,2,3ec941a6db192a897baba70e82d8d7f2a966909d357ff349aa7fd06d99a3d0e8,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_006,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.922000000020489,decode_failed,0.2,240,2,ff9ef5bdc0cfbd9c4f153d03271935969faf9600fc98435a4875b7469a698634,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_007,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.969000000040978,decode_failed,0.2,240,2,050132b479bcb693b6004342fae94bba712905704b8363e0c8af37b39762326a,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_008,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.890999999945052,decode_failed,0.2,240,2,b44e266e830da537e392db09828420f8a2f7e2f21ec0a59e54cc76733a3b665e,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_009,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.89000000001397,decode_failed,0.2,240,2,bfd04155f458396b7fcd778cfff9eb87f3ef2f554747a7d0e42bfa7e193b0b72,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_010,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.905999999959022,decode_failed,0.2,240,2,7f0bf6fd84e57204ad03386089ab4bbf0cf3a03e6c24c4c6bcb22aadcaaf8292,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_011,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.9070000000065193,decode_failed,0.2,240,2,addcf694c7fd4fc50f44b6ab22846b0f5bde842ae6177e59ed5ccbdac7de4825,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_012,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.937000000034459,decode_failed,0.2,240,2,2464cf683503b7acf3b80f4584a7056ce87bc203cba8e6a82ad9a36db3e3b7b2,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_013,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.890999999945052,decode_failed,0.2,240,2,2c3ffa247f0ae7d7ff59a38d0b79fd2b080c772a9f08245447884c103dea2b40,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_014,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.906000000075437,decode_failed,0.2,240,2,8f0a90c418895c406218dbf808d37c9e80d82862a04a03e78c497a08db5368b7,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_015,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.937000000034459,decode_failed,0.2,240,2,7f71475aae5e7a75db23f5335677161233afcff77ae12aa48d641b9cc4caebf4,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_016,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.922000000020489,decode_failed,0.2,240,2,904a3301212f992f99f1da3dc0b7a8398644ed9015aeb5b8fd220cb9f2324733,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_017,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.875,decode_failed,0.2,240,2,7cef0b26faeadc81b2d13fec92d262aa5a5aa2392da56062a5b27ed581ea6074,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_018,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.875,decode_failed,0.2,240,2,ad72539c7a37eaf7ff0514f5071ab89ba293174c863d074ebbf9b3f618c5e2de,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_019,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.875,decode_failed,0.2,240,2,6ee9cd48cf35471b41666090b8910cfec5c5f23b68d87f6e7be9d81812e74ce6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_020,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.875,decode_failed,0.2,240,2,98012983636c57886b98dfbf1851a0f8b24f267484dd85c19e65012b2f617bbb,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_021,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.875,decode_failed,0.2,240,2,70d4444687eeb9eef6b2934109248d3e986829b0e407b1d6ae2971e6ce3f3a49,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_022,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.905999999959022,decode_failed,0.2,240,2,ef783f7bd82a74b4d3659a52f03fdf578a8cae37c842962548432946dde1eddf,False,,0
True,nbldpc_formal_v2_control_n1_flooding,24,0.2,True,nbldpc_formal_v2_q1024_p20_development_023,20,240,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,3.937999999965541,decode_failed,0.2,240,2,909179cf2286b4ecf757f8f67b829a9738f6c6607470bfc1b152f9f375f13b58,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_000,20,320,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,5.202999999979511,decode_failed,0.3,320,2,9b15823bf06852e94432f8999bb505942d48bf993e80f8182764322bbdf5bdc6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_001,20,320,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,5.233999999938533,decode_failed,0.3,320,2,432f72d07ae86f69d66e599f30aee2bb8cb7282a1d638daa2071bb399b1c5a4a,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_002,20,320,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,5.187999999965541,decode_failed,0.3,320,2,e84b3a9346cd1d2a4fce081571b5f8231f0417bed54f4bc3f27c401ce01799d6,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_003,20,320,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,5.170999999972992,decode_failed,0.3,320,2,0b1276b80542e2967c517a2816a16f939940511526f55f647266943fc6fe6987,False,,0
True,nbldpc_formal_v2_control_n1_flooding,32,0.3,True,nbldpc_formal_v2_q1024_p30_development_004,20,320,bda742303a4d694a1bb478d1c53b121338c0164a8730732fb2eb33bea7a0653b,0,0,development,5.204000000027008,decode_failed,0.3,320,2,37ad3e977b1e36a66cbbb81a31d9e23ece50c03da7bacf9eb5ec42cbb58a8b58,False,,0
