array_sha256,denominator_included,extension_used,final_prefix,frame_id,initial_prefix,key_dependent_disclosure_bits_total,outcome_epsilon_ec,policy_id,policy_sha256,protocol_epsilon_ec_bound,public_control_bits_total,qualification_role,stage1_iterations,stage2_iterations,stage3_iterations,status,stratum_p,transcript_event_count,transcript_sha256,verification_attempts
fe94f551a9b7cc7717214e4b57664aedccb94176c182263eeec0803d7c76e784,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_014,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,255f7d8bcd0b66858416092b124fb74b68e4ce5bcc94e8e69cf4c5f2ece5d8eb,1
623b4519b0cff95975454c8c1234c2dc7c296a12bff641484512284e81b2a502,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_015,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,b541fa0f2ac3c181153818deac6047bb8e77dae79af283b18a53114440068105,1
4e7fe21a247479edca91f68629e6f2ea7605a73f244ceabf79d518f504c54c5d,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_016,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,306456295050c39c3c50c90dca146c63fa5699bbdf3952bb6e32b6d14761b23b,1
4e23916507e1d0984b3061162733cd55239c846a326ce79b95c71d9aa5d81979,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_017,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,6,0,0,verified_success,0.2,4,4fe9bcb4628406f57f790f46615e07ffa5601367466f61cf5a09f9c5fda84712,1
c98f6b6eb993adbd5fb22bb32684312ee9a8a15808d77053d021d9f00104e0a9,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_018,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,0d297db5503e6e89b93045ca1a3b7f12c87f1da5695cd52f24e892734839f2ef,1
73c722fb09d99474f9e73381fefba3d5ffae4a7576db6d760fa6249529d9e0d7,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_019,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,446edc91be87daa20f13c5ca33b30fcbe42428d03e018322cd999d43b8613064,1
1f49e3454b41e555e24064aa36a53d9c84531d4f4d1b73af8faedfc7319a97b6,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_020,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,184e65dae07b0b20b73cbf4407ce0efa8fd0d5a4553d640dccb2b81c306a2362,1
e310821b58ebb64a0205ada966120a98460f2eb66dbd018e13b6f6f65e266799,True,True,40,nbldpc_formal_v5b_mother_q1024_p20_development_021,32,464,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,707,development,12,2,0,verified_success,0.2,7,5ac76a177339c07c52215a010f9c6548cee7ccaa3c9e70cf6ad87f537bdae6d9,1
eeae66de480fa2c6690c36243a64871bb57a45cd70252925baae4f25f4a9a73d,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_022,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,ee18fdeb3be160598503d786e1d705648087efb207ca0961a251608964be7c42,1
e217a191dacdb6d1f584a3114ce86dd84c1e1abd6c7b67c8c81d7d77502138a7,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_023,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,d2a8f5ed0f935f5c628bdf3d8b523b4301b4dcd5b25ca4e53cdd2c8db2c3e397,1
683a78a36a71100607b2bf7aa8c4d7159c4015e95c1ae0faae170e437f9b5d40,True,True,40,nbldpc_formal_v5b_mother_q1024_p20_development_024,32,464,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,707,development,12,3,0,verified_success,0.2,7,a68e68d32db222a53c12d5299f4d56f36ed563c33cd51e01f117cd7dd8959a94,1
e6712907936dc7e2f5a319092f1ee899f0a9c5f012116b9cab5b28a96acceb3d,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_025,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,9f74502d8e4dccbc4b87f61350601287b0dde30fff2b43ef6713f9975973c28f,1
b35cdd631becfeb80a52c681da3e6e092d4295659e6abb69d50de4813e6a2189,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_026,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,fb7b4b6e56f299374a3684121cdf26c48a213c85f679f39ada427c603de3fadd,1
7bc7e1fc01571c530a5f78662eced5001f403e5dd462263564c5d70438985c7d,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_027,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,5fc13872a9f0cabc5e7b8d2955966fda1996207cb9e11f076acae6071c0154cf,1
261319b43db8051d4042f488c04be7266182ee9ed4d2ec6fca7a5666a5e9b4e4,True,True,40,nbldpc_formal_v5b_mother_q1024_p20_development_028,32,464,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,707,development,12,2,0,verified_success,0.2,7,777c8d60d46777bcdcf2d1316bec1ca6a2e1ec7305ab1e71319a4a93452d53d2,1
89ef4ffea4fa4fb714309abd15691c1995ba8b85586a2bec82320ec5d7ad35b6,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_029,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,1,0,0,verified_success,0.2,4,a53ee52cbd464bfd803c0c3c21a879b52baecc62e01fb894feba746326eea013,1
278e60d4b6caa65c90e90ea323df486fa93908b209b833d8afb4bb69a93c4650,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_030,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,4854dcd1b793d97c0741433ffdc4a952450c4bd0f52c271f2afcc53052020993,1
7f1467007ef728a0451178512b66ac8858e999d904282a51cb880c6c445818ec,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_031,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,0b9e2104125ef5501a913bd1fc2f6f996f71b74ba3e63075d327f684d95177f7,1
3efb00f927fd117f54d5bd8adb65ec63548c1636fc742b3d24bb1d6a06d6c3db,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_032,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,4db79b4c8c33920c100a09b9e250e6d9ca46a783f1ab7f386851973e3cf0f37c,1
949f23359305ba1278d8bbe475a0590550c07862a6b925d16b2a2baf782075fb,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_033,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,6,0,0,verified_success,0.2,4,0e3ac5e8898b2cddd45cc3aac290ba9a8128e8bef4ac7ae1af7ecadd56c94234,1
51c374b3282d791b46357e9f2575869e2d7d4e41d7597345a0e39d850c705d55,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_034,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,40806ebfe8bfd181c323d062e9e26840cbe43e8a703dcd4d126edad2ddf9545d,1
50d8fbf7defa731204bf30ce45f90af5481b25d1cb9c3c8d30a6dc5954030ccd,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_035,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,2e0df8067546dc7900d5b7771046ed85469ba9d1e684be8c3e290b73cde75104,1
c6daed3838d29784bb6b41d6673bdddce4a1b7d952ca8430770b08f7c3cc715b,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_036,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,e0bdcdaa3c42a5bd75d3e78d77849783afc76934b94816c3d2050c99d9d11e91,1
9e49b4c5a8a04283ddd0bac1fe735ff48288edf3f2df667adbc4eb5a1a65f70c,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_037,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,02211cfbaa1d6ac98d5e9eb87301e826014a0fb4b83a19fab8a7f98171c2390b,1
e72a9e5079162b77e923d5b9918b473ddd672257719a039bd1ac937bbece0fc8,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_038,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,980fe5539ac9b9eb145f5fb7c8fb564309f8c95fb39c2dfbc87655f473cb3b3e,1
444251ab417a8ae43c314092f5671ff82d5c0104251c5d033a34020c086e9023,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_039,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,6b8a1b06c50d077358a0d82de551405551b61a7fc0adcb3728b408db2832e2d9,1
0252f5b929e144c1a043b6be4b68b452a4d8b3a05c3ad51df087ce8847d373f9,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_040,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,b9b1daac3a1e10415e8cfabc8a65141284c1b0a0b993a57185d6a726738a55ea,1
ea0e986f25afba544360206225636b7a490de6f4789ca8f30103ddb1887c44b8,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_041,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,e84265c0d6af2e544c33aefbc84cfba83ee234476530f226495947bb02bbc604,1
1e67cefd7447525930fabb043c53f412db5e9fca6182215bbbad505bfb863098,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_042,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,9932247c58e2c5eeb3c18f2372afbec97bb4255e6a480bd7acf0f19cb32d6c62,1
f21aba4dca66acb59855407d43f9372d06366483b2932fd195f3493ca42c9cfb,True,True,40,nbldpc_formal_v5b_mother_q1024_p20_development_043,32,464,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,707,development,12,3,0,verified_success,0.2,7,555c754c827b73bb0c40d88aec90c1a6e16aa2516cf5e9e6bf4a240032e9cd19,1
ec2c3484cd76523278873d9a8678fdc6ae36e6d93369e23ea2e042f993ba927b,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_044,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,372e1dfc81259f77969eacd08ab5afc4158655eb212f2aa081e3387a862fc27b,1
10af17dfbc8140a64f1a0a35c4f17729bb244901acb2cfbb7c68ddb153a16fbb,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_045,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,4,0,0,verified_success,0.2,4,1f09fef9c00437e2320a35c08ecb57a70ca8eb70bc11b2afe50ff2ccaa22e55c,1
a7964282314df1916628fcc7eb8a35a5c1c1fd274a3833c1365a9db38552055c,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_046,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,760faf015dfabb07826402afd306be01e52b3e5c9d2d5bfd32d8db1de91cafb7,1
da60fc57d342aeec24051021851d764dbd80f5bef7e74de414137159796ccc0a,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_047,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,fb5b1d4b2168cc07e869049a0fcf238eee62ec74bdc778afe790dbba2cdcd605,1
9ca90ae59b3bc99fa04d98ef7d7f69180bb3c8417739946a5eb43c4b4945adf2,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_048,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,6,0,0,verified_success,0.2,4,eed46be968be3b8b65642dd7800752deccd65b66807595b24f1050f1697342e1,1
19b47e735b816cb391d299db89e06bc948dd96af90f787614136970a0bf9f44c,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_049,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,9360b8ac19936472a33d59ead63ac91ab8bf7fdb9d382f3350d8c5bce88c4521,1
109446b9a4e46bafafa1b107a486aa74a39f01e8684df3161d35ff30014b1add,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_050,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,93591d57143e9798006b4fa592d99c7af0845ca118537610c30dc2efaf1e4f5b,1
52b8d4a349cc15c22baad0d0b5f959ba1b60371d516c05700145117422c85481,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_051,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,ae5985d9ef359f9645fed056747d33349f7b10f6bd4689cca61e1c2aa06dda12,1
75d8801bd83338c424b6b848bbbca5a7e5a0b661d3562440b828755613a06f33,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_052,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,b505845aebbdbe30284d07d16a7434afa9c2d23a8c12aece9dc0ce7196cd1212,1
7f3ba4ab1d7f461b6cb1b641f0a71fc7eeabd07d7508181cfa36707bdd60b5be,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_053,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,a08ece9d56270c5757fb976ae370d55231eb8416c6770279441f73dfefa5f876,1
9b76eb6ffc8dbd19e14028175728aa397103611e9853b3d338ae6b24bba0c9bc,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_054,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,86d13fae87294ecf7d65b14716e290c407de94446e6669b950b22b737c53b355,1
abdb1ab5c62f35390806653145782c8d8638fac7110fa7a95900e69653376d05,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_055,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,6f1ae0d2b3d6290bf12ed515c035a1ac793a3cbe8036d97879a612b4a627a540,1
45596ded1175c0f96ab12ff67ab3fae6452e4e353f3d4f223b94af3b9032ae63,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_056,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,da0995c4183694fcd1e6de0fbb2555a886cac32c86579063d56c6c8251da655b,1
0727dedc3d38437abd036b68fb7fc796572fd9ecadbf1fdc54929633bb21952d,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_057,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,80840db450f9db95cf91c40f3d5ce9e09a114bacbabd41f72596205acd9328c8,1
553a646ebc112b9b26f9443562c557d652ceb083d1e9520346f8bc66d33ae2e2,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_058,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,5,0,0,verified_success,0.2,4,8bde1c75ef5c8d8b425c019e5fc5e9723cc8a95321010bb6eeedb2215a6ba5e1,1
1f6f73be405c97e222cddb35047f96287629a4f136da944a5f0aff5a1a467909,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_059,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,1,0,0,verified_success,0.2,4,1c114787747cca5bce90e0ea81ea534889a5bafe14c94b3bb8435f45dbfb9d69,1
72465ff92b71e38fe4cf523780628d0a56c00c09dff512d94d4927169f1050bb,True,False,32,nbldpc_formal_v5b_mother_q1024_p20_development_060,32,384,5.421010862427522e-20,nbldpc_v5b_ir56,a49f4073bb9cc4598a1130a645c08942052ce2f74aba1da90043106ba96173c6,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,7e78526f1017f1634adbf4651b755950cd22d39d1b57d54854f091bbea814d62,1
