array_sha256,check_count,denominator_included,frame_id,iterations,key_dependent_disclosure_bits_total,policy_sha256,public_control_bits,public_control_bits_total,qualification_role,runtime_s,status,stratum_p,syndrome_disclosure_bits,transcript_event_count,transcript_sha256,verification_invoked,verification_seed_id,verification_tag_bits
73815d579bd766e0700f188dd0d1c381a54342a8fcc0590be93f6e43f4dc3dd5,24,True,nbldpc_formal_v3_q1024_p20_development_013,7,304,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,8.062999999965541,verified_success,0.2,240,3,30283ccdc497d92475d95c68983c33624b7fa67f4bb784fc6f05e8d0751c625d,True,4b36f8e39e53ccc5630f627f745a204f8d148fa62ca6b211f4eaeed52bde59de,64
7ad19eb2b30e878276ee9daf614544714f2c4c60e984247a54b0db0c40b2bcd5,24,True,nbldpc_formal_v3_q1024_p20_development_014,12,240,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,13.09399999998277,decode_failed,0.2,240,2,657f6b8ea4ef425872afe835393c73ee22bac2916f48b891314821cfaa799d45,False,,0
147593904d469ad0dc6229f3a69093d22e8c0a9f61d96524d46eca8b1bb11da9,24,True,nbldpc_formal_v3_q1024_p20_development_015,7,304,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,8.594000000040978,verified_success,0.2,240,3,88942302c281d25cf13ed61fc16418286042c4a419924d2eee398113005f42cf,True,eabda231c9fdd426bd5a67f2d7824a4db91b99427b967def9c81b458ef78f6b8,64
51f5354ece7f202cd580f42a355e6667eec9c0b8f6c8c5c87a76c71cb4443324,24,True,nbldpc_formal_v3_q1024_p20_development_016,12,240,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,13.563000000023749,decode_failed,0.2,240,2,5b209e8853c06a13b17c99e9ce088daae18e723d7e3449f9b26878ff3a004267,False,,0
856ad3643c7415d643354214f203c5b74cc0dd7f4a83230c78aab7986628fbae,24,True,nbldpc_formal_v3_q1024_p20_development_017,12,240,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,13.90600000001723,decode_failed,0.2,240,2,f7b7d5e0302009c59f5ea095f27d35f66e7b17667d38dbab5c0895c722b4f232,False,,0
348555a1afaa02ff865391efe6cef99ab9d4481b669e8f91e826cb44321f9fcc,24,True,nbldpc_formal_v3_q1024_p20_development_018,3,304,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,4.077999999979511,verified_success,0.2,240,3,862d93f2e102273846c541f211ce07ab520a68b889b95fa790e1a572daf32928,True,ac8dfda303a9c9f33b1bf85fa751ffb09ab8a8c67cd9242240f4e02a799bf832,64
b1dc0b2fda6fdd7dee12374b7a6314b37d5e08b5c1c1093fda573508bba7665a,24,True,nbldpc_formal_v3_q1024_p20_development_019,3,304,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,4.10899999999674,verified_success,0.2,240,3,9babf5e4eefedc8b04cc9e0e8a74ca58c2b18f93adfff037ff0b3000c8d6cea5,True,1bccb6071fed9a71d5e6ff1e22d2c0dfc28c2fb9c002d4a520a40a383a268da8,64
3f01f21a0eff05fbeaf8e748aad302a53392330c0e25ea482d6044c320c8efa9,24,True,nbldpc_formal_v3_q1024_p20_development_020,12,240,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,14.125,decode_failed,0.2,240,2,25caa33e427ca393b8cc7e4e7d56ab1a158439cee7e1d8f712d3fbfd5d352ee7,False,,0
ccc89e07d2c313c1ef605510c9c5a473c65e761cdaf6af5b7386caa1f69170e1,24,True,nbldpc_formal_v3_q1024_p20_development_021,9,304,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,10.71899999998277,verified_success,0.2,240,3,1baa1574c23100bed28e0a3f0602522b75b2e04ca4506765119bb740ceff07be,True,d334aef36514dc67d7f5893251f4cb4a535c120638cf4491489d1db8613bc85e,64
a419d063756b8d2c60909fe06b5c7219b435651c053241a871a0f09e9018df9a,24,True,nbldpc_formal_v3_q1024_p20_development_022,12,240,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,13.64000000001397,decode_failed,0.2,240,2,9d757154795fe55d03224577af0468677aab30e32bff39ec7acb374a301680f5,False,,0
ea2400bea17457f6b5f71ff7b35d7df23858641d1f329a2cbfc97e51d5c9b16c,24,True,nbldpc_formal_v3_q1024_p20_development_023,4,304,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,5.297000000020489,verified_success,0.2,240,3,bc41be6e0627ca3775e5856398cf1cd2754cbf2585c7d6bb0112beb80afe2a8b,True,27d5a3dcff06e89389f88747a392a0b89fd52d4aa0008cd10081c05645ed0eeb,64
897405c0221a591fe06be1f9f3e36a1e97f2e5ab9846e6bc2f2fdaef823cb06d,32,True,nbldpc_formal_v3_q1024_p30_development_000,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,14.59399999998277,decode_failed,0.3,320,2,1def83ddff0327fc7ee49cb3d024f50ec80c60b2389744f3f8f65b9c03568184,False,,0
83ddb6e56d8127f27a1600fcd30c37bf2592892fc356399267202596c2043523,32,True,nbldpc_formal_v3_q1024_p30_development_001,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,14.64100000000326,decode_failed,0.3,320,2,1ae3df7a407168173682761f22f9b77b0270f2b43cf862b949f02502cb2ccd7e,False,,0
4efd5e4b957eead33499afcf0d2d5a6f942d36244f22c41b98c3c3a500e3d681,32,True,nbldpc_formal_v3_q1024_p30_development_002,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,14.905999999959022,decode_failed,0.3,320,2,50e5c1bb3ecff25c46272247d561305f211e7bdede1c48d0714de83520bdad22,False,,0
0f0babad1267b1b782670c478055fc8535897ad837acf09fbf2446c0f5aa7d51,32,True,nbldpc_formal_v3_q1024_p30_development_003,5,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,6.875,verified_success,0.3,320,3,99713fd069f4f55e9e49fbcaccce839c82fc62ba01d66113b81b6e8e23060b54,True,9cd8fe907074df50a52c7c0a5672b33f3ed2a8c7a12f18ef0996b4a582a49fc4,64
c69af4ce5381c671e9e793fcece0f3293480cdc3e994f9627c319f759ce3d9eb,32,True,nbldpc_formal_v3_q1024_p30_development_004,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,15.625,decode_failed,0.3,320,2,1a33d01b9f23ff2847e3ae9744da9e2d5972b26035525c198319431d98661c5d,False,,0
3584187a3edfd2fd1424d94687faf7afcbbb03eab724644061eb10754b995acc,32,True,nbldpc_formal_v3_q1024_p30_development_005,12,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,15.454000000027008,verified_success,0.3,320,3,96d701e99a74d28dab06af3424aa3566de1f3989d49047ec5cffa0cb20610dc7,True,b3725e27b82df6f3abda771abf41e985ec83f3960ab6d1c0b27b7272ff3ed667,64
2ff0d6593db36ceb0e8e7ab1d77f4dc493237a639ba0aa49f213b6c3d878465f,32,True,nbldpc_formal_v3_q1024_p30_development_006,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,15.577999999979511,decode_failed,0.3,320,2,d34cab4bf1608dc148edd1b938019b2662b305bc2cad2bde8a6d1c1907c75d00,False,,0
e0864d8a9fa29e30a308f99389ebfa4423bce4dacbcadb8248da29dd96a1f666,32,True,nbldpc_formal_v3_q1024_p30_development_007,9,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,11.76500000001397,verified_success,0.3,320,3,56d9d2c40256a4570605c7a0b8f484d1d8d3b50c5fa2a05ebd77dd76172fe1c7,True,8c80c49897b82059cd3c99acea42352934e43b0fc613bbafe9de15db492e1d36,64
898291cb1e62ab6032716ee26599a7c70546d12123616c40cf9d077685c50cfd,32,True,nbldpc_formal_v3_q1024_p30_development_008,5,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,7.047000000020489,verified_success,0.3,320,3,515166382bd0119c79001c0c1e78ed0bdf49231325db58666160fcc31b64112a,True,0818c70395bd905ad2ba53e526e80647f69e1fc813428c73a12dc1660b6cce1c,64
6b1ddc8fe0b95d582bbcc306a2d192b3a7f5044f181d76824be5c458cab2e072,32,True,nbldpc_formal_v3_q1024_p30_development_009,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,16.26600000000326,decode_failed,0.3,320,2,5f6fb882114d9fa8377ff9176896fcb81951fbbfec7e872991d2d68e3690ea47,False,,0
535270844b3b175b89cd6b0dfb187d173769203c50f0b957bf5bb4e5b6784624,32,True,nbldpc_formal_v3_q1024_p30_development_010,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,16.31199999997625,decode_failed,0.3,320,2,18fc1981a8e07c0bd1be48ce48534cb7b7aff83375c99536a719745fe3b3f369,False,,0
6a37ee4b4e5d3dcf7558e105a8d0659ace9497c47a0e70b76516a2c8b5350c20,32,True,nbldpc_formal_v3_q1024_p30_development_011,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,15.76600000000326,decode_failed,0.3,320,2,31cc682b74113d0d75d56703ffa3616ed1835253b49bd66e8abc6ceb863266b0,False,,0
a87ee791e40a5ee71aac28e083e15307dbd1886ce7e82289c39ce4fdbaf91757,32,True,nbldpc_formal_v3_q1024_p30_development_012,6,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,7.7189999999827705,verified_success,0.3,320,3,8f3831ead7a9dd3a16b56b47b8258443bf327cebc0e6c535cce3ea7bad9374f4,True,bea69c416c33dbd1fb7c263735f33562125c19aba783ffb592eb2e348c1b130f,64
933d73abbe1cc68aa9b207e9138a11cbcff638a9f62fd3f64ea65a67b3d991ad,32,True,nbldpc_formal_v3_q1024_p30_development_013,3,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,4.327999999979511,verified_success,0.3,320,3,768e24748a78619acacf2c903b41f91d9ca355f552fd40ca3ef70aa55408186b,True,5b4b29d31fa99116e1e434e3c463173dfe32a247f4c04acdaa3d366af1a32c6f,64
40892d860c89d21121874a22a3d072b0d65262623e22e4fa87c53b157f99bb2e,32,True,nbldpc_formal_v3_q1024_p30_development_014,11,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,13.375,verified_success,0.3,320,3,55c338f647898a3c6ab48689ca08c3a958bdbc52dcd32a3f5e2f274ef34623da,True,c5c36db14d9a4a06d30265309544cc1cbe6d7f3285b55c11969c9ccda9fd032d,64
00c451c933bf2c2328b6d0f5b068ff1c068dfbedba8754751f09fe15b4a7bb93,32,True,nbldpc_formal_v3_q1024_p30_development_015,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,14.60899999999674,decode_failed,0.3,320,2,73008d76129ecc13761e6d73762e8c7c348aafff01c590994c20035305f7fdf0,False,,0
c49eda8fa38440d622408f0509efcfeefc70b4943450b1f749965be9bd655078,32,True,nbldpc_formal_v3_q1024_p30_development_016,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,15.344000000040978,decode_failed,0.3,320,2,03bb5b5fcee98f6a649337f8c5d7c87f72d20ec2b44dcb66f50135b9e3024eda,False,,0
671dbdad2a3e81c236f8d0bea6d83fdad63be74eed362f03be03fddfd0bfcab7,32,True,nbldpc_formal_v3_q1024_p30_development_017,3,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,4.421999999962281,verified_success,0.3,320,3,3a143452fa9ce1de2fcfbe8d734690e0c4888f941e0e6e1e5e52e535f10bc8c4,True,858eca1617e639e3d7df40ed5a8fd823bae23570b30f56339a2670c88b52fc43,64
ea6b9311cb42c00aa065b8fdcaee67f4e05a1232ca57f6aadacd7a3bb4169e62,32,True,nbldpc_formal_v3_q1024_p30_development_018,7,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,9.14000000001397,verified_success,0.3,320,3,8bf55648154de6898f55b53aadfce1bc4cab64cda74eb418e0f702f06aec8e52,True,4ffe5dd924258aa4cd71cbc2b67d10065515f93eb33e5ea3a57f0c6213ef4a14,64
983ab0e901cb57a0a98752016803cfc8daa0af3fb0285162701e8af81557daab,32,True,nbldpc_formal_v3_q1024_p30_development_019,6,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,8.077999999979511,verified_success,0.3,320,3,f75e74cc75c7dd9835594e5a613aab9270479dae295e76fbf72b995066940f04,True,b5fa068ec96c8ab9bc4a476ee406c43c804b745c7f7058f7503569f13fb30067,64
2606cf0c6465fa02b0df5502eae3898da50ecaa2e35022b220dbee0656506318,32,True,nbldpc_formal_v3_q1024_p30_development_020,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,14.860000000044238,decode_failed,0.3,320,2,d22fdda9bee8a8a112c746e2e6e9012cb074b223dfd2a691753e08a6bb7cafc9,False,,0
0b8731d127cbd654f2399d34ce6b710a4cbc7e5ee28db424109fd3dae6597fc0,32,True,nbldpc_formal_v3_q1024_p30_development_021,12,320,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,0,development,14.98399999999674,decode_failed,0.3,320,2,4919ddde214383c93c90c43436045605f4660cfbbaddd6deddcc5c2b38ad82d8,False,,0
526ec5bbb8dc6424cc6a74f4141f333d67a461c20af39091a4abbfb486ff4627,32,True,nbldpc_formal_v3_q1024_p30_development_022,3,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,4.375,verified_success,0.3,320,3,c0dbacda847a7859f14f3d4c3d7a0904e02f1cd6c15bb30f64b3097ec7eb5e47,True,cfe4e268581dc1e83d25e9b749e1706f58d075540f1998cae02bf927e6a2478a,64
d01a07c56dec23b2ed3a10ff30ee61ac900ebeefeda78ed353aa2f52610f35d9,32,True,nbldpc_formal_v3_q1024_p30_development_023,9,384,1c2b64b6e1c95cf53a5c90f59b3ff7e652aabac62c16da4ce6eccab3025a3a9d,0,703,development,12.171999999962281,verified_success,0.3,320,3,2c6a8b6c93abe7e5568484136aa655e65f041527ba06097169da145e15b1b377,True,b4167ec94d7761bfb6b5beba4fea32cdcaf5fb9f292cf92fb7049c42067f9337,64
9d3c31a999551053944e62727f400b176c36371e61744344a93747336e96ba7f,32,True,nbldpc_formal_v3_q1024_p20_development_000,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.657000000006519,verified_success,0.2,320,3,fddd3fb96ce9f7ea072ce4c2be9afd182752053f627d4b72cb651285bbd6e887,True,da23c70a0cff14eef23101dd035a460a1dc0e1a9dd0184ffadf1cc120e420491,64
7abbd0bd684e23883c48ca814cd3b9097d0614406cd531bdb8b1be0abba223c0,32,True,nbldpc_formal_v3_q1024_p20_development_001,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.717999999993481,verified_success,0.2,320,3,ea01820217f3233d5ca063560ccf5f76390846d31843ed497202d4f0575d28d3,True,8e6d603dce417440813a596dbd1d2e81cfcbae6e761344b577e4208133528744,64
a5d82e5d56b28193f7f81416f0bbc091c161b9e86b5d0107d28d3e7e3f16bdf0,32,True,nbldpc_formal_v3_q1024_p20_development_002,4,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,5.98399999999674,verified_success,0.2,320,3,d8b147593f4c19ff975f54e11466b901d9db0fba116169b6d68b75a0db03cbbf,True,12400ffa1e435ffb3e2aaba1e756f92eca3efb63b46de11ccbf4d260ee4b6b48,64
bc92897b2413a9c58612ef63c35e58d66fd5441369a2956aeebdc1dba8e07d2f,32,True,nbldpc_formal_v3_q1024_p20_development_003,2,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,3.422000000020489,verified_success,0.2,320,3,436e8c464bf5ef0d0bc9f4832f0dd1fe48c27a0e8ba3c97a2436b023cfab60c0,True,83252dafb12a38296dcb2248ac871e91b4489128d1c05962e04b338d6c61b8ff,64
ff23056da0c398a91dc551900bbf59813c32cad9ad86f26f17f0c4a81b98baba,32,True,nbldpc_formal_v3_q1024_p20_development_004,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.73399999999674,verified_success,0.2,320,3,d65c35ad9ad4fb28500a305a136c330222b65f55523208b318e229b69459d8ab,True,7e14f0212424df014cba5922c8bd333554a05ed69017098a9a2620b21f0ff6eb,64
bc9934f2e57466386eeb8c86dda3c0a6c53e3e968f14770d84ec549c8dbbfcfc,32,True,nbldpc_formal_v3_q1024_p20_development_005,4,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,6.01600000000326,verified_success,0.2,320,3,77a8f5358a4e9b641bf4bed5413d5609d094613d3a6b213b076c8065ea64068d,True,9f123ceb0b9a485b4ac37e18e43317172b0ec77d0c51ecaaacc330bff4153a3c,64
be956c837206a19c16bdc53abce6895c2e4bde740846b4c02d5600388cf782f6,32,True,nbldpc_formal_v3_q1024_p20_development_006,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.64100000000326,verified_success,0.2,320,3,8ec3d69636330241a6120e2da6b61252f8399a04d54ea8cc0d44a20965acf0a7,True,c8326856c9cf378726bd7ea83191720c36e9d11c3ed3e66b97064aa741478f0b,64
1afd4397c8a0f8dc004c0aad99b1d7c78eec5c868552694b4d3ff38181f77c57,32,True,nbldpc_formal_v3_q1024_p20_development_007,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.7810000000172295,verified_success,0.2,320,3,0f6e1e059b50cbe7bbd869fc2f1faf1ca44411557ad7e5ad4c13d033f3b21115,True,4962d748913611cc902f9d16329ae3ba0651b131887c244b6f2bb66823b16f3c,64
c6c5f289bf9a3e344cb23d39dac8021d6d058c5bed5e6663290738589b9a6c5a,32,True,nbldpc_formal_v3_q1024_p20_development_008,2,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,3.422000000020489,verified_success,0.2,320,3,60fb0e545cdc15f0f7a21299f91259e7de6a02df4ad4570357ebd9934772b922,True,fe1ce43389e24648ada36111cb810c4478fe89ee1cd64902b3da4936747c83e8,64
2d1f41c35a1b3b7fb62136d98e17b2ad41aa2754f38c4e38043ff30646477af8,32,True,nbldpc_formal_v3_q1024_p20_development_009,5,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,7.125,verified_success,0.2,320,3,e4bafc019d764c407066b522692c50a5c13640897a436708f30fc58e8dec6c27,True,da4d727aa303324c8fe6a627c9bb9dac00205c1b152a2ac6ca4a84b176bb05c4,64
06a75649b7b4ab93092b6b146539777627467471986b1a46d31208238d7c081b,32,True,nbldpc_formal_v3_q1024_p20_development_010,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.39100000000326,verified_success,0.2,320,3,d856671fa2194d6206945ba7a0cb4c4be7ee9a11b1951cef36b7237ebc2853f1,True,dc60917504b1b5d4b84df2356a472b2f849ab7f31242ff3057168d7cef0aa2f6,64
e0afa85e2dbf97135ac838577d8d0cc09a501333dd70d5b869356455e8164560,32,True,nbldpc_formal_v3_q1024_p20_development_011,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.561999999976251,verified_success,0.2,320,3,e6f74171a008b5ebbc9e5a1342c16d23d33951d2f4fc14254edaf894f413d014,True,ee1a513716c8ff9ff5f8f5cfe6eee52895d8f9ec8c0ca38c65bffcd56540a54a,64
3b36160fd10e5f0414c0af26174e64721b536f7fcab32606f64f82708ac1ff7d,32,True,nbldpc_formal_v3_q1024_p20_development_012,3,384,e836af24b9cf747009f2992200d4b9f7567fa038619b70b09641afbb012115af,0,703,development,4.547000000020489,verified_success,0.2,320,3,916c1b3325517e0640bdc8f57afe5be67ffd24d73c258e519b2bdda65229bfa0,True,575124422eeaef2103bd3aa07aa3847914fe878e6e8b9ef2207330293de3566f,64
