alice_sha256,attempted,backend_name,backend_version,bob_sha256,calibration_sha256,candidate_ids,dataset_id,denominator_included,dimension,epsilon_ec,failure_reason,frame_id,frame_len_symbols,global_rounds_attempted,key_dependent_disclosure_bits_total,ldpc_syndrome_bits,leakage_comparison_policy,mapping,method,n_pairs,pair_idx_sequence_sha256,plan_frame_id,public_control_bits_total,raw_ser,runtime_s,selection_binding_sha256,status,stratum,terminal_prefix_id,transcript_bytes_len,transcript_bytes_sha256,transcript_first_event_id,transcript_last_event_id,transcript_sha256,verification_check_count,verification_invoked,verification_seed_id,verification_tag_bits,verification_tag_bits_component
8658274d9b74fab6bec6b0fff185e7b99a5cb4c9488a76fe51f27e6b4d4d1789,True,ldpc.BpOsdDecoder,2.4.1,352830ebd38fdc41e1f62e40ecb651dfa1850b3e3e1b1ff34f518c1cca7482f0,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_calibrated,True,1024,2.168404344971009e-19,toeplitz_mismatch,calibrated:f003,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,calibrated:f003,2623,0.2109375,0.1559999999590218,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,calibrated,p0875,12948,f75e87a6f0c853fc9a87d5ade00f91be4c3f5bed3cc4959f49f1c92a9df87c21,1,46,f75e87a6f0c853fc9a87d5ade00f91be4c3f5bed3cc4959f49f1c92a9df87c21,4,True,1aff45d2b02b4bfece580a43988fc822b202d9184030b56640848f9a0a0c3cbd,64,64
c17a41876412d366d23ae24f6092295850af65c51d078b649bc00efbe7505bff,True,ldpc.BpOsdDecoder,2.4.1,bbf5606aa4f11e9e780384f4fc91be7b6e892fcadba26b96367cb148447c30b8,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f001,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f001,2623,0.36328125,0.1720000000204891,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,f2e27451572e5a2f9528d625437e42914f77cc36bca6389d8aa84601a099072b,1,46,f2e27451572e5a2f9528d625437e42914f77cc36bca6389d8aa84601a099072b,4,True,87d4a98eb1c350efac18a79d55c77ae727f6b94c26b12b60a459e7a91a7db37c,64,64
3b798b52b9088f78cc04fbf641dd6b0c7dc410af275e9a5d9fecfd8bb3322137,True,ldpc.BpOsdDecoder,2.4.1,344241ff493732761ed1b0487694cf2af91b86a3a75c0eb2791a18c3b0dce8ed,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f007,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f007,2623,0.32421875,0.1559999999590218,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,8593f9676296847107b181dc85c734fba27567b89ed628de070fb64da08a8335,1,46,8593f9676296847107b181dc85c734fba27567b89ed628de070fb64da08a8335,4,True,b18b9c1f337191ba86b63180ac9134af0f08f8cdab09015a322cf4104a646f06,64,64
f723e3faf044f1b7a44c9bb8624d969073cbf7640b2f293c06a14a3ccf17ee0f,True,ldpc.BpOsdDecoder,2.4.1,7edd2fb34bafa33a99f72cb7e4e453c13c8f1d25aa87d9f17e3eb3c9172e71db,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_calibrated,True,1024,2.168404344971009e-19,toeplitz_mismatch,calibrated:f022,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,calibrated:f022,2623,0.234375,0.1410000000614673,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,calibrated,p0875,12948,ed9b9d5c2eaf9ec6a47716d26ede6d51a06a19517286f0df476e6b07dfe3c834,1,46,ed9b9d5c2eaf9ec6a47716d26ede6d51a06a19517286f0df476e6b07dfe3c834,4,True,8d4d454f2ec4bae886ca387f1f73d0e1f439f54b41025b0dce883c116a9fb0a0,64,64
9ffcfb95fb5f484c650d43925443ebff8b95a223dd3d984f08edc554507cb17a,True,ldpc.BpOsdDecoder,2.4.1,731271a64f5201662c7dd1f3ced9671e4384be9d3eb37554eb004bcb78ffbb6e,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f027,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f027,2623,0.26953125,0.1559999999590218,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,a1f6ab080e10c8c4b942044106995b8e33f8669b46214ec00b933213fe83ef6e,1,46,a1f6ab080e10c8c4b942044106995b8e33f8669b46214ec00b933213fe83ef6e,4,True,7f7c2207a19c9ee154c8098ef649f402e8bc01676a94ad83a83f95445c21e724,64,64
50b68dc411683948f56d80627f86b37acef1f2c9772ff79f9c635667122901fd,True,ldpc.BpOsdDecoder,2.4.1,52edbbc5bc821316ad375fc2c3650ff91596a20e71113ed53bfdc31d3a26036d,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f018,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f018,2623,0.2421875,0.15700000000651926,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,997f21a803462dcc525babf1ac6c4a79731c4552e0c41c610637befd6c7a377b,1,46,997f21a803462dcc525babf1ac6c4a79731c4552e0c41c610637befd6c7a377b,4,True,23cbefa001a235b09d8181b234a08d6d6feea15ef38994078172dae8d60170f1,64,64
640b60ef3777902b67d373279a92fd342519fa838f9f491a505a4a6655129ece,True,ldpc.BpOsdDecoder,2.4.1,a3aa10af895cf49f4159a30d668e3dca7b788e3a26f4b487a00da3023af0fdfa,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f023,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f023,2623,0.30859375,0.1559999999590218,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,02d7b7b073120953e21e4784b92747fc6bdcea5d91b54a47c7a65094588960f6,1,46,02d7b7b073120953e21e4784b92747fc6bdcea5d91b54a47c7a65094588960f6,4,True,dee522045f1fc410aacb8bee191970e094918064cd7ce58e8c4e8bdd4a14edac,64,64
b0b2ff8a73ffb178702ed7b3b3ad56983e6a5dd0a436ab474eb2bc751104920b,True,ldpc.BpOsdDecoder,2.4.1,0c76f9b216fb02c5de3ccb1b6a448a0a2c289b272335e5bf7584350f860ca0eb,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f025,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f025,2623,0.26953125,0.1720000000204891,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,ef10ac9ed39c5dc2ba86e995fc9b5e0caf0775a58ba79298e1ebc576a64e6d06,1,46,ef10ac9ed39c5dc2ba86e995fc9b5e0caf0775a58ba79298e1ebc576a64e6d06,4,True,73234b73bd967db5d015d9e8ca8ac4710a2b6706fb1aac70d34911261c143739,64,64
196102783cb32a96fe20cd9ea9fba417d08124d46b3d99e3cf37e53659506c44,True,ldpc.BpOsdDecoder,2.4.1,657aed6106787d13c86135adfb9766a405b9e39ce6d8a5bd55c3f28597d5a3ec,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f009,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f009,2623,0.31640625,0.15600000007543713,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,e36989d28cedb5c485aa97bf44ef4e0d52e98b5c1b69811c08bf676a07f8ee4f,1,46,e36989d28cedb5c485aa97bf44ef4e0d52e98b5c1b69811c08bf676a07f8ee4f,4,True,ca5ea0b18c05548465ede3d0082f2f1c5db4ed5c6ad2eb6f8fe65bb56f2e458f,64,64
53ddfd5c061905f98721401180763d2c8a6566ea29cba9f60bdf7db514bbdb9f,True,ldpc.BpOsdDecoder,2.4.1,07bfe15a96a0176ce2502e7ec316824365b87a9e69fbe13f0fcf148f21d74f54,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_calibrated,True,1024,2.168404344971009e-19,toeplitz_mismatch,calibrated:f012,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,calibrated:f012,2623,0.203125,0.1559999999590218,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,calibrated,p0875,12948,2cb3a0731408867e8d789b4d6b9fb5f3d346099705168099dfb0f0148feb7d98,1,46,2cb3a0731408867e8d789b4d6b9fb5f3d346099705168099dfb0f0148feb7d98,4,True,aff57673152649a5a5dd198e5ac69721fca3f1a0df52a846e205f190ff5b4e7c,64,64
9b182d4dec8453c5ca14ef6a7c852939feb103a3d4f4b74adce9ce7fa5111d56,True,ldpc.BpOsdDecoder,2.4.1,49b355745a9043f5877c73c22c8e1c158f38973c110d0c40db0fa6064064d8c4,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_calibrated,True,1024,1.6263032587282567e-19,,calibrated:f029,256,3,1984,1920,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,calibrated:f029,2623,0.203125,0.1559999999590218,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verified_success,calibrated,p075,9930,46ceae307c82ea2fa75ffab599d39c18bbe3c1b8fe542d2ff5e54746a008d1ba,1,35,46ceae307c82ea2fa75ffab599d39c18bbe3c1b8fe542d2ff5e54746a008d1ba,3,True,f3e2146006f272bad6daefae57385ba025ecd9a6e201216a3d69e8e99f672d91,64,64
af440220a09184544a175bd633bb3c568deb2b5e8f29a7e41ac3a1f4398e7bfd,True,ldpc.BpOsdDecoder,2.4.1,358882cda09a8d193e817914cc28e8cce1d068993ec2c0285377dc5e2030ac24,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f022,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f022,2623,0.3125,0.1410000000614673,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,ed4b7a5897219d739709e2a876d9f09f8daf341f7d3ccf6d8102b2c1806c92ae,1,46,ed4b7a5897219d739709e2a876d9f09f8daf341f7d3ccf6d8102b2c1806c92ae,4,True,7a024a4be9058bf40a0c5900b91c1c75c38fc00b6081ce76be1c9d4bb63ca75c,64,64
4fe1c747ce3fdce2d8f6d855c8f8ab4863f31b42140afc00a21eedfa5851221d,True,ldpc.BpOsdDecoder,2.4.1,7d86dc6522f18343f5a884cc2d40ffafbbe40332166efbea7298998c42278861,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_stress_125,True,1024,2.168404344971009e-19,toeplitz_mismatch,stress_125:f013,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,stress_125:f013,2623,0.25390625,0.1559999999590218,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,stress_125,p0875,12948,f77f021abf842a00633f6958407763aa333b5221eefd5ea3bbfa8efccf31b820,1,46,f77f021abf842a00633f6958407763aa333b5221eefd5ea3bbfa8efccf31b820,4,True,e4466c966c32a8a996af69c42c50ea0c304766138ef0778d3217cb6d17249d0e,64,64
8fbf4a909f263029171441c9c89c5e8f59405623fbfb8b5e24a38a726687bad3,True,ldpc.BpOsdDecoder,2.4.1,01348ce9e79657d68855764966f63875fca0650eceff6c6a4115d38e7fe3af9b,604aa77dd4e6bbb9539071f4be4a74d8c623a5642cd459272a2dc6dce8b930b6,"[1, 0, 1, 2, 0, 0, 1, 3, 2, 3]",synthetic_calibrated,True,1024,2.168404344971009e-19,toeplitz_mismatch,calibrated:f018,256,4,2304,2240,method_specific_not_cross_ranked,gray,ldpc_formal_v3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,calibrated:f018,2623,0.21875,0.15700000000651926,1319938ff6c989642950d4e3f3dba7ae9d0cbea14eb0c1e3a90d826e4fbc3227,verify_failed,calibrated,p0875,12948,1f6e9a25170cc3e0c37fd751013b054a600ec0653435e35a2c6ed25350202560,1,46,1f6e9a25170cc3e0c37fd751013b054a600ec0653435e35a2c6ed25350202560,4,True,77876c3e28d8d0ae50044d6d80b7eb7a1202c79ee1f0590df21cc09946e5e3fb,64,64
